Date,Age_DPF,Treatment,pH,Replicate,Length_mm,Length_um,Life_stage,Notes
20210728,2,Low OA,8,A,0.0988,98.8,larvae,
20210728,2,Low OA,8,A,0.1061,106.1,larvae,
20210728,2,Low OA,8,A,0.090911,90.911,larvae,
20210728,2,Low OA,8,A,0.098417,98.417,larvae,
20210728,2,Low OA,8,A,0.09779,97.79,larvae,
20210728,2,Low OA,8,A,0.093599,93.599,larvae,
20210728,2,Low OA,8,A,0.101418,101.418,larvae,
20210728,2,Low OA,8,A,0.078101,78.101,larvae,
20210728,2,Low OA,8,A,0.095717,95.717,larvae,
20210728,2,Low OA,8,A,0.100414,100.414,larvae,
20210728,2,Low OA,8,A,0.095396,95.396,larvae,
20210728,2,Low OA,8,A,0.096153,96.153,larvae,
20210728,2,Low OA,8,A,0.094184,94.184,larvae,
20210728,2,Low OA,8,A,0.093749,93.749,larvae,
20210728,2,Low OA,8,A,0.098658,98.658,larvae,
20210728,2,Low OA,8,A,0.098294,98.294,larvae,
20210728,2,Low OA,8,A,0.098698,98.698,larvae,
20210728,2,Low OA,8,A,0.100965,100.965,larvae,
20210728,2,Low OA,8,A,0.100525,100.525,larvae,
20210728,2,Low OA,8,A,0.10302,103.02,larvae,
20210728,2,Low OA,8,A,0.091843,91.843,larvae,
20210728,2,Low OA,8,A,0.100244,100.244,larvae,
20210728,2,Low OA,8,A,0.100439,100.439,larvae,
20210728,2,Low OA,8,A,0.105074,105.074,larvae,
20210728,2,Low OA,8,A,0.079159,79.159,larvae,
20210728,2,Low OA,8,A,0.10082,100.82,larvae,
20210728,2,Low OA,8,B,0.097129,97.129,larvae,
20210728,2,Low OA,8,B,0.100895,100.895,larvae,
20210728,2,Low OA,8,B,0.097692,97.692,larvae,
20210728,2,Low OA,8,B,0.098571,98.571,larvae,
20210728,2,Low OA,8,B,0.098877,98.877,larvae,
20210728,2,Low OA,8,B,0.10251,102.51,larvae,
20210728,2,Low OA,8,B,0.097914,97.914,larvae,
20210728,2,Low OA,8,B,0.099395,99.395,larvae,
20210728,2,Low OA,8,B,0.097279,97.279,larvae,
20210728,2,Low OA,8,B,0.098514,98.514,larvae,
20210728,2,Low OA,8,B,0.091623,91.623,larvae,
20210728,2,Low OA,8,B,0.103645,103.645,larvae,
20210728,2,Low OA,8,B,0.099436,99.436,larvae,
20210728,2,Low OA,8,B,0.097481,97.481,larvae,
20210728,2,Low OA,8,B,0.098079,98.079,larvae,
20210728,2,Low OA,8,B,0.101934,101.934,larvae,
20210728,2,Low OA,8,B,0.10572,105.72,larvae,
20210728,2,Low OA,8,B,0.102402,102.402,larvae,
20210728,2,Low OA,8,B,0.10302,103.02,larvae,
20210728,2,Low OA,8,B,0.105967,105.967,larvae,
20210728,2,Low OA,8,B,0.097548,97.548,larvae,
20210728,2,Low OA,8,B,0.101642,101.642,larvae,
20210728,2,Low OA,8,C,0.097465,97.465,larvae,
20210728,2,Low OA,8,C,0.089537,89.537,larvae,
20210728,2,Low OA,8,C,0.095802,95.802,larvae,
20210728,2,Low OA,8,C,0.105261,105.261,larvae,
20210728,2,Low OA,8,C,0.094291,94.291,larvae,
20210728,2,Low OA,8,C,0.091909,91.909,larvae,
20210728,2,Low OA,8,C,0.095242,95.242,larvae,
20210728,2,Low OA,8,C,0.094392,94.392,larvae,
20210728,2,Low OA,8,C,0.09452,94.52,larvae,
20210728,2,Low OA,8,C,0.093372,93.372,larvae,
20210728,2,Low OA,8,C,0.097914,97.914,larvae,
20210728,2,Low OA,8,C,0.101755,101.755,larvae,
20210728,2,Low OA,8,C,0.101199,101.199,larvae,
20210728,2,Low OA,8,C,0.075909,75.909,larvae,
20210728,2,Low OA,8,C,0.106366,106.366,larvae,
20210728,2,Low OA,8,C,0.09328,93.28,larvae,
20210728,2,Low OA,8,C,0.097398,97.398,larvae,
20210728,2,Low OA,8,C,0.099436,99.436,larvae,
20210728,2,Low OA,8,C,0.097677,97.677,larvae,
20210728,2,Low OA,8,C,0.098417,98.417,larvae,
20210728,2,Low OA,8,C,0.099689,99.689,larvae,
20210728,2,Low OA,8,C,0.100324,100.324,larvae,
20210728,2,Low OA,8,C,0.097155,97.155,larvae,
20210728,2,Low OA,8,C,0.094786,94.786,larvae,
20210728,2,Low OA,8,C,0.092122,92.122,larvae,
20210728,2,Low OA,8,C,0.092907,92.907,larvae,
20210728,2,Low OA,8,C,0.103873,103.873,larvae,
20210728,2,Low OA,8,C,0.093215,93.215,larvae,
20210728,2,Low OA,8,C,0.094632,94.632,larvae,
20210728,2,Low OA,8,C,0.092722,92.722,larvae,
20210728,2,Low OA,8,C,0.096153,96.153,larvae,
20210728,2,Low OA,8,C,0.095802,95.802,larvae,
20210728,2,Low OA,8,D,0.078955,78.955,larvae,
20210728,2,Low OA,8,D,0.101815,101.815,larvae,
20210728,2,Low OA,8,D,0.098984,98.984,larvae,
20210728,2,Low OA,8,D,0.09567,95.67,larvae,
20210728,2,Low OA,8,D,0.098248,98.248,larvae,
20210728,2,Low OA,8,D,0.095902,95.902,larvae,
20210728,2,Low OA,8,D,0.077147,77.147,larvae,
20210728,2,Low OA,8,D,0.100017,100.017,larvae,
20210728,2,Low OA,8,D,0.100158,100.158,larvae,
20210728,2,Low OA,8,D,0.099896,99.896,larvae,
20210728,2,Low OA,8,D,0.074536,74.536,larvae,
20210728,2,Low OA,8,D,0.095802,95.802,larvae,
20210728,2,Low OA,8,D,0.094355,94.355,larvae,
20210728,2,Low OA,8,D,0.096634,96.634,larvae,
20210728,2,Low OA,8,D,0.096258,96.258,larvae,
20210728,2,Low OA,8,D,0.100123,100.123,larvae,
20210728,2,Low OA,8,D,0.103815,103.815,larvae,
20210728,2,Low OA,8,D,0.096593,96.593,larvae,
20210728,2,Low OA,8,D,0.103016,103.016,larvae,
20210728,2,Low OA,8,D,0.101045,101.045,larvae,
20210728,2,Low OA,8,D,0.100575,100.575,larvae,
20210728,2,Low OA,8,D,0.09116,91.16,larvae,
20210728,2,Low OA,8,D,0.10062,100.62,larvae,
20210728,2,Low OA,8,D,0.086625,86.625,larvae,
20210728,2,Low OA,8,D,0.104589,104.589,larvae,
20210728,2,Low OA,8,D,0.097713,97.713,larvae,
20210728,2,Low OA,8,D,0.098392,98.392,larvae,
20210728,2,Low OA,8,D,0.098038,98.038,larvae,
20210728,2,Low OA,8,D,0.090911,90.911,larvae,
20210728,2,Low OA,8,D,0.101045,101.045,larvae,
20210728,2,Low OA,8,D,0.096765,96.765,larvae,
20210728,2,Low OA,8,D,0.100203,100.203,larvae,
20210728,2,Low OA,8,E,0.08614,86.14,larvae,
20210728,2,Low OA,8,E,0.091094,91.094,larvae,
20210728,2,Low OA,8,E,0.095802,95.802,larvae,
20210728,2,Low OA,8,E,0.097677,97.677,larvae,
20210728,2,Low OA,8,E,0.098775,98.775,larvae,
20210728,2,Low OA,8,E,0.091442,91.442,larvae,
20210728,2,Low OA,8,E,0.101,101,larvae,
20210728,2,Low OA,8,E,0.092939,92.939,larvae,
20210728,2,Low OA,8,E,0.104858,104.858,larvae,
20210728,2,Low OA,8,E,0.097465,97.465,larvae,
20210728,2,Low OA,8,E,0.096012,96.012,larvae,
20210728,2,Low OA,8,E,0.084504,84.504,larvae,
20210728,2,Low OA,8,E,0.098007,98.007,larvae,
20210728,2,Low OA,8,E,0.099871,99.871,larvae,
20210728,2,Low OA,8,E,0.081906,81.906,larvae,
20210728,2,Low OA,8,E,0.098468,98.468,larvae,
20210728,2,Low OA,8,E,0.095242,95.242,larvae,
20210728,2,Low OA,8,E,0.087666,87.666,larvae,
20210728,2,Low OA,8,E,0.090494,90.494,larvae,
20210728,2,Low OA,8,E,0.098514,98.514,larvae,
20210728,2,Low OA,8,E,0.09493,94.93,larvae,
20210728,2,Low OA,8,E,0.096462,96.462,larvae,
20210728,2,Low OA,8,E,0.09452,94.52,larvae,
20210728,2,Low OA,8,E,0.079515,79.515,larvae,
20210728,2,Low OA,8,E,0.093599,93.599,larvae,
20210728,2,Low OA,8,E,0.096713,96.713,larvae,
20210728,2,Low OA,8,E,0.1018,101.8,larvae,
20210728,2,Low OA,8,E,0.097899,97.899,larvae,
20210728,2,Low OA,8,E,0.099395,99.395,larvae,
20210728,2,Low OA,8,E,0.109213,109.213,larvae,
20210728,2,Low OA,8,E,0.098882,98.882,larvae,
20210728,2,Low OA,8,E,0.095041,95.041,larvae,
20210728,2,Low OA,8,E,0.100965,100.965,larvae,
20210728,2,Low OA,8,E,0.094483,94.483,larvae,
20210728,2,Low OA,8,E,0.08817,88.17,larvae,
20210728,2,Moderate OA,7.5,B,0.093803,93.803,larvae,
20210728,2,Moderate OA,7.5,B,0.089458,89.458,larvae,
20210728,2,Moderate OA,7.5,B,0.096096,96.096,larvae,
20210728,2,Moderate OA,7.5,B,0.08998,89.98,larvae,
20210728,2,Moderate OA,7.5,B,0.102383,102.383,larvae,
20210728,2,Moderate OA,7.5,B,0.10282,102.82,larvae,
20210728,2,Moderate OA,7.5,B,0.080127,80.127,larvae,
20210728,2,Moderate OA,7.5,B,0.100439,100.439,larvae,
20210728,2,Moderate OA,7.5,B,0.095717,95.717,larvae,
20210728,2,Moderate OA,7.5,B,0.090159,90.159,larvae,
20210728,2,Moderate OA,7.5,B,0.090159,90.159,larvae,
20210728,2,Moderate OA,7.5,B,0.098468,98.468,larvae,
20210728,2,Moderate OA,7.5,B,0.09906,99.06,larvae,
20210728,2,Moderate OA,7.5,B,0.095717,95.717,larvae,
20210728,2,Moderate OA,7.5,B,0.096921,96.921,larvae,
20210728,2,Moderate OA,7.5,B,0.092999,92.999,larvae,
20210728,2,Moderate OA,7.5,B,0.098335,98.335,larvae,
20210728,2,Moderate OA,7.5,B,0.097258,97.258,larvae,
20210728,2,Moderate OA,7.5,B,0.096587,96.587,larvae,
20210728,2,Moderate OA,7.5,B,0.092286,92.286,larvae,
20210728,2,Moderate OA,7.5,B,0.09642,96.42,larvae,
20210728,2,Moderate OA,7.5,B,0.096012,96.012,larvae,
20210728,2,Moderate OA,7.5,B,0.094967,94.967,larvae,
20210728,2,Moderate OA,7.5,B,0.094951,94.951,larvae,
20210728,2,Moderate OA,7.5,B,0.09538,95.38,larvae,
20210728,2,Moderate OA,7.5,B,0.097878,97.878,larvae,
20210728,2,Moderate OA,7.5,B,0.093215,93.215,larvae,
20210728,2,Moderate OA,7.5,B,0.090377,90.377,larvae,
20210728,2,Moderate OA,7.5,B,0.098253,98.253,larvae,
20210728,2,Moderate OA,7.5,B,0.099856,99.856,larvae,
20210728,2,Moderate OA,7.5,B,0.095802,95.802,larvae,
20210728,2,Moderate OA,7.5,B,0.09384,93.84,larvae,
20210728,2,Moderate OA,7.5,B,0.099689,99.689,larvae,
20210728,2,Moderate OA,7.5,B,0.099714,99.714,larvae,
20210728,2,Moderate OA,7.5,B,0.101239,101.239,larvae,
20210728,2,Moderate OA,7.5,B,0.093717,93.717,larvae,
20210728,2,Moderate OA,7.5,B,0.093712,93.712,larvae,
20210728,2,Moderate OA,7.5,B,0.093582,93.582,larvae,
20210728,2,Moderate OA,7.5,B,0.094456,94.456,larvae,
20210728,2,Moderate OA,7.5,B,0.088711,88.711,larvae,
20210728,2,Moderate OA,7.5,B,0.097279,97.279,larvae,
20210728,2,Moderate OA,7.5,B,0.097801,97.801,larvae,
20210728,2,Moderate OA,7.5,B,0.096921,96.921,larvae,
20210728,2,Moderate OA,7.5,B,0.096462,96.462,larvae,
20210728,2,Moderate OA,7.5,B,0.097507,97.507,larvae,
20210728,2,Moderate OA,7.5,B,0.09263,92.63,larvae,
20210728,2,Moderate OA,7.5,B,0.092842,92.842,larvae,
20210728,2,Moderate OA,7.5,B,0.096379,96.379,larvae,
20210728,2,Moderate OA,7.5,B,0.094999,94.999,larvae,
20210728,2,Moderate OA,7.5,B,0.090405,90.405,larvae,
20210728,2,Moderate OA,7.5,B,0.095454,95.454,larvae,
20210728,2,Moderate OA,7.5,B,0.104959,104.959,larvae,
20210728,2,Moderate OA,7.5,B,0.093749,93.749,larvae,
20210728,2,Moderate OA,7.5,B,0.0998,99.8,larvae,
20210728,2,Moderate OA,7.5,B,0.092368,92.368,larvae,
20210728,2,Moderate OA,7.5,B,0.085335,85.335,larvae,
20210728,2,Moderate OA,7.5,B,0.098468,98.468,larvae,
20210728,2,Moderate OA,7.5,B,0.095015,95.015,larvae,
20210728,2,Moderate OA,7.5,B,0.097878,97.878,larvae,
20210728,2,Moderate OA,7.5,B,0.088164,88.164,larvae,
20210728,2,Moderate OA,7.5,C,0.097692,97.692,larvae,
20210728,2,Moderate OA,7.5,C,0.09444,94.44,larvae,
20210728,2,Moderate OA,7.5,C,0.097914,97.914,larvae,
20210728,2,Moderate OA,7.5,C,0.093069,93.069,larvae,
20210728,2,Moderate OA,7.5,C,0.095422,95.422,larvae,
20210728,2,Moderate OA,7.5,C,0.090828,90.828,larvae,
20210728,2,Moderate OA,7.5,C,0.098622,98.622,larvae,
20210728,2,Moderate OA,7.5,C,0.097837,97.837,larvae,
20210728,2,Moderate OA,7.5,C,0.093426,93.426,larvae,
20210728,2,Moderate OA,7.5,C,0.093803,93.803,larvae,
20210728,2,Moderate OA,7.5,C,0.090243,90.243,larvae,
20210728,2,Moderate OA,7.5,C,0.085335,85.335,larvae,
20210728,2,Moderate OA,7.5,C,0.096921,96.921,larvae,
20210728,2,Moderate OA,7.5,C,0.099689,99.689,larvae,
20210728,2,Moderate OA,7.5,C,0.0908,90.8,larvae,
20210728,2,Moderate OA,7.5,C,0.09854,98.54,larvae,
20210728,2,Moderate OA,7.5,C,0.095633,95.633,larvae,
20210728,2,Moderate OA,7.5,C,0.096634,96.634,larvae,
20210728,2,Moderate OA,7.5,C,0.09796,97.96,larvae,
20210728,2,Moderate OA,7.5,C,0.091408,91.408,larvae,
20210728,2,Moderate OA,7.5,C,0.096921,96.921,larvae,
20210728,2,Moderate OA,7.5,C,0.0988,98.8,larvae,
20210728,2,Moderate OA,7.5,C,0.092999,92.999,larvae,
20210728,2,Moderate OA,7.5,C,0.098222,98.222,larvae,
20210728,2,Moderate OA,7.5,C,0.100299,100.299,larvae,
20210728,2,Moderate OA,7.5,C,0.094563,94.563,larvae,
20210728,2,Moderate OA,7.5,C,0.085571,85.571,larvae,
20210728,2,Moderate OA,7.5,C,0.097569,97.569,larvae,
20210728,2,Moderate OA,7.5,C,0.096148,96.148,larvae,
20210728,2,Moderate OA,7.5,C,0.098002,98.002,larvae,
20210728,2,Moderate OA,7.5,C,0.093329,93.329,larvae,
20210728,2,Moderate OA,7.5,C,0.094333,94.333,larvae,
20210728,2,Moderate OA,7.5,C,0.100835,100.835,larvae,
20210728,2,Moderate OA,7.5,C,0.098007,98.007,larvae,
20210728,2,Moderate OA,7.5,C,0.096983,96.983,larvae,
20210728,2,Moderate OA,7.5,C,0.097651,97.651,larvae,
20210728,2,Moderate OA,7.5,C,0.097883,97.883,larvae,
20210728,2,Moderate OA,7.5,C,0.097584,97.584,larvae,
20210728,2,Moderate OA,7.5,C,0.091293,91.293,larvae,
20210728,2,Moderate OA,7.5,C,0.093453,93.453,larvae,
20210728,2,Moderate OA,7.5,C,0.102996,102.996,larvae,
20210728,2,Moderate OA,7.5,C,0.096765,96.765,larvae,
20210728,2,Moderate OA,7.5,C,0.092122,92.122,larvae,
20210728,2,Moderate OA,7.5,C,0.086246,86.246,larvae,
20210728,2,Moderate OA,7.5,C,0.099431,99.431,larvae,
20210728,2,Moderate OA,7.5,C,0.089102,89.102,larvae,
20210728,2,Moderate OA,7.5,C,0.099532,99.532,larvae,
20210728,2,Moderate OA,7.5,C,0.098514,98.514,larvae,
20210728,2,Moderate OA,7.5,C,0.093329,93.329,larvae,
20210728,2,Moderate OA,7.5,C,0.0952,95.2,larvae,
20210728,2,Moderate OA,7.5,C,0.100032,100.032,larvae,
20210728,2,Moderate OA,7.5,C,0.093372,93.372,larvae,
20210728,2,Moderate OA,7.5,C,0.099233,99.233,larvae,
20210728,2,Moderate OA,7.5,C,0.096681,96.681,larvae,
20210728,2,Moderate OA,7.5,C,0.094456,94.456,larvae,
20210728,2,Moderate OA,7.5,C,0.091777,91.777,larvae,
20210728,2,Moderate OA,7.5,C,0.094712,94.712,larvae,
20210728,2,Moderate OA,7.5,C,0.092999,92.999,larvae,
20210728,2,Moderate OA,7.5,C,0.092956,92.956,larvae,
20210728,2,Moderate OA,7.5,C,0.099121,99.121,larvae,
20210728,2,Moderate OA,7.5,C,0.096258,96.258,larvae,
20210728,2,Moderate OA,7.5,C,0.096279,96.279,larvae,
20210728,2,Moderate OA,7.5,C,0.095205,95.205,larvae,
20210728,2,Moderate OA,7.5,C,0.101532,101.532,larvae,
20210728,2,Moderate OA,7.5,C,0.098371,98.371,larvae,
20210728,2,Moderate OA,7.5,D,0.091034,91.034,larvae,
20210728,2,Moderate OA,7.5,D,0.095304,95.304,larvae,
20210728,2,Moderate OA,7.5,D,0.094813,94.813,larvae,
20210728,2,Moderate OA,7.5,D,0.088438,88.438,larvae,
20210728,2,Moderate OA,7.5,D,0.092904,92.904,larvae,
20210728,2,Moderate OA,7.5,D,0.097451,97.451,larvae,
20210728,2,Moderate OA,7.5,D,0.090243,90.243,larvae,
20210728,2,Moderate OA,7.5,D,0.100635,100.635,larvae,
20210728,2,Moderate OA,7.5,D,0.089845,89.845,larvae,
20210728,2,Moderate OA,7.5,D,0.088246,88.246,larvae,
20210728,2,Moderate OA,7.5,D,0.089845,89.845,larvae,
20210728,2,Moderate OA,7.5,D,0.091662,91.662,larvae,
20210728,2,Moderate OA,7.5,D,0.096564,96.564,larvae,
20210728,2,Moderate OA,7.5,D,0.093988,93.988,larvae,
20210728,2,Moderate OA,7.5,D,0.089925,89.925,larvae,
20210728,2,Moderate OA,7.5,D,0.097937,97.937,larvae,
20210728,2,Moderate OA,7.5,D,0.094728,94.728,larvae,
20210728,2,Moderate OA,7.5,D,0.095969,95.969,larvae,
20210728,2,Moderate OA,7.5,D,0.092634,92.634,larvae,
20210728,2,Moderate OA,7.5,D,0.088994,88.994,larvae,
20210728,2,Moderate OA,7.5,D,0.095978,95.978,larvae,
20210728,2,Moderate OA,7.5,D,0.098193,98.193,larvae,
20210728,2,Moderate OA,7.5,D,0.096546,96.546,larvae,
20210728,2,Moderate OA,7.5,D,0.098047,98.047,larvae,
20210728,2,Moderate OA,7.5,D,0.097708,97.708,larvae,
20210728,2,Moderate OA,7.5,D,0.095068,95.068,larvae,
20210728,2,Moderate OA,7.5,D,0.092904,92.904,larvae,
20210728,2,Moderate OA,7.5,D,0.095782,95.782,larvae,
20210728,2,Moderate OA,7.5,D,0.084533,84.533,larvae,
20210728,2,Moderate OA,7.5,D,0.092779,92.779,larvae,
20210728,2,Moderate OA,7.5,D,0.092198,92.198,larvae,
20210728,2,Moderate OA,7.5,D,0.095978,95.978,larvae,
20210728,2,Moderate OA,7.5,D,0.097129,97.129,larvae,
20210728,2,Moderate OA,7.5,D,0.098165,98.165,larvae,
20210728,2,Moderate OA,7.5,D,0.099029,99.029,larvae,
20210728,2,Moderate OA,7.5,D,0.095576,95.576,larvae,
20210728,2,Moderate OA,7.5,D,0.095416,95.416,larvae,
20210728,2,Moderate OA,7.5,D,0.087101,87.101,larvae,
20210728,2,Moderate OA,7.5,D,0.088994,88.994,larvae,
20210728,2,Moderate OA,7.5,D,0.096648,96.648,larvae,
20210728,2,Moderate OA,7.5,D,0.097754,97.754,larvae,
20210728,2,Moderate OA,7.5,D,0.091044,91.044,larvae,
20210728,2,Moderate OA,7.5,D,0.092981,92.981,larvae,
20210728,2,Moderate OA,7.5,D,0.088306,88.306,larvae,
20210728,2,Moderate OA,7.5,D,0.100635,100.635,larvae,
20210728,2,Moderate OA,7.5,D,0.091231,91.231,larvae,
20210728,2,Moderate OA,7.5,D,0.096165,96.165,larvae,
20210728,2,Moderate OA,7.5,D,0.095829,95.829,larvae,
20210728,2,Moderate OA,7.5,D,0.09452,94.52,larvae,
20210728,2,Moderate OA,7.5,D,0.089995,89.995,larvae,
20210728,2,Moderate OA,7.5,D,0.096981,96.981,larvae,
20210728,2,Moderate OA,7.5,D,0.091378,91.378,larvae,
20210728,2,Moderate OA,7.5,D,0.088479,88.479,larvae,
20210728,2,Moderate OA,7.5,D,0.092314,92.314,larvae,
20210728,2,Moderate OA,7.5,D,0.098047,98.047,larvae,
20210728,2,Moderate OA,7.5,D,0.095641,95.641,larvae,
20210728,2,Moderate OA,7.5,D,0.089795,89.795,larvae,
20210728,2,Moderate OA,7.5,D,0.096165,96.165,larvae,
20210728,2,Moderate OA,7.5,D,0.089004,89.004,larvae,
20210728,2,Moderate OA,7.5,D,0.095978,95.978,larvae,
20210728,2,Moderate OA,7.5,D,0.09414,94.14,larvae,
20210728,2,Moderate OA,7.5,D,0.093988,93.988,larvae,
20210728,2,Moderate OA,7.5,D,0.094511,94.511,larvae,
20210728,2,Moderate OA,7.5,D,0.093749,93.749,larvae,
20210728,2,Moderate OA,7.5,D,0.093749,93.749,larvae,
20210728,2,Moderate OA,7.5,D,0.096118,96.118,larvae,
20210728,2,Moderate OA,7.5,D,0.096648,96.648,larvae,
20210728,2,Moderate OA,7.5,D,0.088438,88.438,larvae,
20210728,2,Moderate OA,7.5,D,0.094159,94.159,larvae,
20210728,2,Moderate OA,7.5,D,0.095557,95.557,larvae,
20210728,2,Moderate OA,7.5,D,0.103773,103.773,larvae,
20210728,2,Moderate OA,7.5,E,0.085387,85.387,larvae,
20210728,2,Moderate OA,7.5,E,0.097092,97.092,larvae,
20210728,2,Moderate OA,7.5,E,0.093711,93.711,larvae,
20210728,2,Moderate OA,7.5,E,0.096499,96.499,larvae,
20210728,2,Moderate OA,7.5,E,0.096972,96.972,larvae,
20210728,2,Moderate OA,7.5,E,0.097726,97.726,larvae,
20210728,2,Moderate OA,7.5,E,0.086045,86.045,larvae,
20210728,2,Moderate OA,7.5,E,0.094672,94.672,larvae,
20210728,2,Moderate OA,7.5,E,0.095275,95.275,larvae,
20210728,2,Moderate OA,7.5,E,0.098893,98.893,larvae,
20210728,2,Moderate OA,7.5,E,0.092402,92.402,larvae,
20210728,2,Moderate OA,7.5,E,0.105638,105.638,larvae,
20210728,2,Moderate OA,7.5,E,0.093854,93.854,larvae,
20210728,2,Moderate OA,7.5,E,0.094473,94.473,larvae,
20210728,2,Moderate OA,7.5,E,0.089845,89.845,larvae,
20210728,2,Moderate OA,7.5,E,0.092904,92.904,larvae,
20210728,2,Moderate OA,7.5,E,0.09662,96.62,larvae,
20210728,2,Moderate OA,7.5,E,0.093222,93.222,larvae,
20210728,2,Moderate OA,7.5,E,0.0978,97.8,larvae,
20210728,2,Moderate OA,7.5,E,0.092528,92.528,larvae,
20210728,2,Moderate OA,7.5,E,0.091652,91.652,larvae,
20210728,2,Moderate OA,7.5,E,0.094093,94.093,larvae,
20210728,2,Moderate OA,7.5,E,0.096379,96.379,larvae,
20210728,2,Moderate OA,7.5,E,0.087706,87.706,larvae,
20210728,2,Moderate OA,7.5,E,0.099678,99.678,larvae,
20210728,2,Moderate OA,7.5,E,0.086108,86.108,larvae,
20210728,2,Moderate OA,7.5,E,0.095726,95.726,larvae,
20210728,2,Moderate OA,7.5,E,0.094955,94.955,larvae,
20210728,2,Moderate OA,7.5,E,0.097708,97.708,larvae,
20210728,2,Moderate OA,7.5,E,0.092469,92.469,larvae,
20210728,2,Moderate OA,7.5,E,0.092469,92.469,larvae,
20210728,2,Moderate OA,7.5,E,0.092469,92.469,larvae,
20210728,2,Moderate OA,7.5,E,0.092469,92.469,larvae,
20210728,2,Moderate OA,7.5,E,0.092469,92.469,larvae,
20210728,2,Moderate OA,7.5,E,0.092469,92.469,larvae,
20210728,2,Moderate OA,7.5,E,0.092469,92.469,larvae,
20210728,2,Moderate OA,7.5,E,0.101318,101.318,larvae,
20210728,2,Moderate OA,7.5,E,0.094216,94.216,larvae,
20210728,2,Moderate OA,7.5,E,0.087265,87.265,larvae,
20210728,2,Moderate OA,7.5,E,0.087265,87.265,larvae,
20210728,2,Moderate OA,7.5,E,0.083262,83.262,larvae,
20210728,2,Moderate OA,7.5,E,0.087204,87.204,larvae,
20210728,2,Moderate OA,7.5,E,0.097451,97.451,larvae,
20210728,2,Moderate OA,7.5,E,0.099255,99.255,larvae,
20210728,2,Moderate OA,7.5,E,0.094738,94.738,larvae,
20210728,2,Moderate OA,7.5,E,0.099029,99.029,larvae,
20210728,2,Moderate OA,7.5,E,0.101256,101.256,larvae,
20210730,4,High OA,7,A,0.078,78,larvae,
20210730,4,High OA,7,A,0.085,85,larvae,
20210730,4,High OA,7,A,0.072,72,larvae,
20210730,4,High OA,7,A,0.083,83,larvae,
20210730,4,High OA,7,A,0.079,79,larvae,
20210730,4,High OA,7,A,0.084,84,larvae,
20210730,4,High OA,7,A,0.084,84,larvae,
20210730,4,High OA,7,A,0.091,91,larvae,
20210730,4,High OA,7,A,0.067,67,larvae,
