"","Gen","Age","Date","pH","pCO2","Replicate","Chamber_tank","Number","Run","Channel","filetype","Filename","Food","Length_um","Length_mm","Dry_Shell_weight","Dry_Tissue_weight","whole_Dry_weight","volume","Biovolume_g_in_sw","measured_volume","Biovol_length3","calculated_volume","Lpc","BLANK.mean_Lpc","resp_blankStand","resp_mg_hr","resp_mg_hr_biovolcalc","resp_mg_hr_bFactorNormTDW.MEAN","resp_mg_hr_bFactorNormTDW.1g","resp_mg_hr_bFactorNormLength.MEAN","resp_umol_hr","resp_umol_hr_biovolcalc","resp_umol_hr_bFactorNormTDW.MEAN","resp_umol_hr_bFactorNormTDW.1g","resp_umol_hr_bFactorNormLength.MEAN"
"11","F3","100","5/18/2023",7,"1200 uatm","C","7_C",3,"1","C5","SDR_data","SDR_799_resp_Plate3.csv",NA,1176,1.176,NA,NA,NA,0.2,NA,NA,0.000322023195648,0.199677976804352,-0.00640956521739137,0.00072722832722835,0.00568233689016302,6.80782520249091e-05,6.80782520249091e-05,NA,NA,0.00011682805818164,0.00212744537577841,0.00212744537577841,NA,NA,0.00365087681817626
"12","F3","100","5/18/2023",7,"1200 uatm","C","7_C",5,"1","D3","SDR_data","SDR_799_resp_Plate3.csv",NA,2045,2.045,NA,NA,NA,0.2,NA,NA,0.00169334374275,0.19830665625725,-0.0950168831168833,0.00072722832722835,0.094289654789655,0.00112189596965921,0.00112189596965921,NA,NA,0.000687954011372038,0.0350592490518504,0.0350592490518504,NA,NA,0.0214985628553763
"13","F3","100","5/18/2023",7,"1200 uatm","B","7_B",2,"1","B2","SDR_data","SDR_873_resp_Plate2.csv",NA,1773,1.773,NA,NA,NA,0.2,NA,NA,0.001103548429566,0.198896451570434,-0.0281902879728967,0.00072722832722835,0.0274630596456684,0.000327738306767437,0.000327738306767437,NA,NA,0.000262074845136889,0.0102418220864824,0.0102418220864824,NA,NA,0.00818983891052776
"14","F3","100","5/18/2023",7,"1200 uatm","B","7_B",1,"1","A1","SDR_data","SDR_873_resp_Plate2.csv",NA,1841,1.841,NA,NA,NA,0.2,NA,NA,0.001235453931558,0.198764546068442,-0.0284090909090909,0.00072722832722835,0.0276818625818626,0.000330130371024774,0.000330130371024774,NA,NA,0.000246139783231284,0.0103165740945242,0.0103165740945242,NA,NA,0.00769186822597764
"15","F3","100","5/18/2023",7,"1200 uatm","C","7_C",1,"1","A5","SDR_data","SDR_799_resp_Plate3.csv",NA,2180,2.18,NA,NA,NA,0.2,NA,NA,0.002051325936,0.197948674064,-0.0459392857142855,0.00072722832722835,0.0452120573870572,0.000536980008688406,0.000536980008688406,NA,NA,0.000292365026497701,0.0167806252715127,0.0167806252715127,NA,NA,0.00913640707805318
"16","F3","100","5/18/2023",7.5,"800 uatm","C","7.5_C",3,"1","B4","SDR_data","SDR_799_resp_Plate3.csv",NA,1137,1.137,NA,NA,NA,0.2,NA,NA,0.000291035913894,0.199708964086106,-0.00191208791208811,0.000276218323586724,0.00163586958850139,1.96018692539746e-05,1.96018692539746e-05,NA,NA,3.58161915618566e-05,0.000612558414186705,0.000612558414186705,NA,NA,0.00111925598630802
"17","F3","100","5/18/2023",7.5,"800 uatm","A","7.5_A",4,"1","C6","SDR_data","SDR_799_resp_Plate1.csv",NA,1891,1.891,NA,NA,NA,0.2,NA,NA,0.001338874212258,0.198661125787742,-0.0100839160839163,0.000276218323586724,0.00980769776032957,0.000116904496707179,0.000116904496707179,NA,NA,8.292421200746e-05,0.00365326552209935,0.00365326552209935,NA,NA,0.00259138162523313
"18","F3","100","5/18/2023",7.5,"800 uatm","C","7.5_C",5,"1","C6","SDR_data","SDR_799_resp_Plate3.csv",NA,977,0.977,NA,NA,NA,0.2,NA,NA,0.000184649816934,0.199815350183066,-0.000359133126935187,0.000276218323586724,8.29148033484626e-05,9.94059027985986e-07,9.94059027985986e-07,NA,NA,2.40826717270885e-06,3.10643446245621e-05,3.10643446245621e-05,NA,NA,7.52583491471518e-05
"19","F3","100","5/18/2023",7.5,"800 uatm","B","7.5_B",2,"1","A5","SDR_data","SDR_873_resp_Plate2.csv",NA,1913,1.913,NA,NA,NA,0.2,NA,NA,0.001386149588406,0.198613850411594,-0.0368545454545456,0.000276218323586724,0.0365783271309589,0.000435897743585677,0.000435897743585677,NA,NA,0.000302615491785185,0.0136218044870524,0.0136218044870524,NA,NA,0.00945673411828701
"20","F3","100","5/18/2023",7.5,"800 uatm","A","7.5_A",5,"1","D2","SDR_data","SDR_799_resp_Plate1.csv",NA,1282,1.282,NA,NA,NA,0.2,NA,NA,0.000417185558064,0.199582814441936,-0.0034556390977443,0.000276218323586724,0.00317942077415758,3.80734647840917e-05,3.80734647840917e-05,NA,NA,5.56476788704812e-05,0.00118979577450287,0.00118979577450287,NA,NA,0.00173898996470254
"21","F3","100","5/18/2023",7.5,"800 uatm","C","7.5_C",2,"1","B1","SDR_data","SDR_799_resp_Plate3.csv",NA,1198,1.198,NA,NA,NA,0.2,NA,NA,0.000340436129616,0.199659563870384,-0.0143488721804511,0.000276218323586724,0.0140726538568644,0.000168584395893625,0.000168584395893625,NA,NA,0.000279501454889938,0.00526826237167578,0.00526826237167578,NA,NA,0.00873442046531057
"22","F3","100","5/18/2023",7.5,"800 uatm","C","7.5_C",4,"1","C3","SDR_data","SDR_799_resp_Plate3.csv",NA,935,0.935,NA,NA,NA,0.2,NA,NA,0.00016184527425,0.19983815472575,-0.00824264705882323,0.000276218323586724,0.0079664287352365,9.55197850922312e-05,9.55197850922312e-05,NA,NA,0.00025111931664545,0.00298499328413223,0.00298499328413223,NA,NA,0.00784747864517032
"23","F3","100","5/18/2023",7.5,"800 uatm","B","7.5_B",3,"1","C3","SDR_data","SDR_873_resp_Plate2.csv",NA,1762,1.762,NA,NA,NA,0.2,NA,NA,0.001083135780144,0.198916864219856,-0.0236272727272728,0.000276218323586724,0.0233510544036861,0.00027869511109251,0.00027869511109251,NA,NA,0.000225452340987132,0.00870922222164093,0.00870922222164093,NA,NA,0.00704538565584786
"24","F3","100","5/18/2023",7.5,"800 uatm","A","7.5_A",1,"1","A3","SDR_data","SDR_799_resp_Plate1.csv",NA,1512,1.512,NA,NA,NA,0.2,NA,NA,0.000684416646144,0.199315583353856,-0.00357826086956539,0.000276218323586724,0.00330204254597867,3.94889121786594e-05,3.94889121786594e-05,NA,NA,4.24624666734223e-05,0.00123402850558311,0.00123402850558311,NA,NA,0.00132695208354445
"25","F3","100","5/18/2023",7.5,"800 uatm","C","7.5_C",1,"1","A3","SDR_data","SDR_799_resp_Plate3.csv",NA,1104,1.104,NA,NA,NA,0.2,NA,NA,0.000266423427072,0.199733576572928,-0.00511168831168854,0.000276218323586724,0.00483546998810182,5.79483429080778e-05,5.79483429080778e-05,NA,NA,0.000111844575443736,0.00181088571587743,0.00181088571587743,NA,NA,0.00349514298261673
"26","F3","100","5/18/2023",7.5,"800 uatm","B","7.5_B",5,"1","D5","SDR_data","SDR_873_resp_Plate2.csv",NA,1346,1.346,NA,NA,NA,0.2,NA,NA,0.000482836807728,0.199517163192272,-0.00857012987013011,0.000276218323586724,0.00829391154654338,9.92866622120379e-05,9.92866622120379e-05,NA,NA,0.000132545039835551,0.00310270819412619,0.00310270819412619,NA,NA,0.00414203249486099
"27","F3","100","5/18/2023",8,"500 uatm","C","8_C",1,"1","A1","SDR_data","SDR_799_resp_Plate3.csv",NA,1297,1.297,NA,NA,NA,0.2,NA,NA,0.000432001364454,0.199567998635546,-0.0145659340659343,0.00050659182865067,0.0140593422372836,0.000168347687545614,0.000168347687545614,NA,NA,0.000240788188873107,0.00526086523580043,0.00526086523580043,NA,NA,0.00752463090228457
"28","F3","100","5/18/2023",8,"500 uatm","C","8_C",5,"1","D4","SDR_data","SDR_799_resp_Plate3.csv",NA,1238,1.238,NA,NA,NA,0.2,NA,NA,0.000375687827856,0.199624312172144,-0.0111764705882353,0.00050659182865067,0.0106698787595846,0.000127798032500535,0.000127798032500535,NA,NA,0.000199324254778454,0.00399368851564172,0.00399368851564172,NA,NA,0.00622888296182667
"29","F3","100","5/18/2023",8,"500 uatm","A","8_A",4,"1","C4","SDR_data","SDR_799_resp_Plate1.csv",NA,2134,2.134,NA,NA,NA,0.2,NA,NA,0.001924192136592,0.198075807863408,-0.00915384615384652,0.00050659182865067,0.00864725432519585,0.000102768713175811,0.000102768713175811,NA,NA,5.82177862026772e-05,0.0032115222867441,0.0032115222867441,NA,NA,0.00181930581883366
"30","F3","100","5/18/2023",8,"500 uatm","B","8_B",2,"1","B3","SDR_data","SDR_873_resp_Plate2.csv",NA,1152,1.152,NA,NA,NA,0.2,NA,NA,0.000302707113984,0.199697292886016,-0.00206153846153867,0.00050659182865067,0.001554946632888,1.86311179901976e-05,1.86311179901976e-05,NA,NA,3.32226052182436e-05,0.000582222437193674,0.000582222437193674,NA,NA,0.00103820641307011
"31","F3","100","5/18/2023",8,"500 uatm","A","8_A",2,"1","B2","SDR_data","SDR_799_resp_Plate1.csv",NA,1493,1.493,NA,NA,NA,0.2,NA,NA,0.000658938091086,0.199341061908914,-0.00588650479954818,0.00050659182865067,0.00537991297089751,6.4346253875775e-05,6.4346253875775e-05,NA,NA,7.08383449979736e-05,0.00201082043361797,0.00201082043361797,NA,NA,0.00221369828118668
"32","F3","100","5/18/2023",8,"500 uatm","C","8_C",2,"1","A6","SDR_data","SDR_799_resp_Plate3.csv",NA,1330,1.33,NA,NA,NA,0.2,NA,NA,0.000465822126,0.199534177874,-0.016142857142857,0.00050659182865067,0.0156362653142063,0.000187198160669394,0.000187198160669394,NA,NA,0.000255525299180274,0.00584994252091857,0.00584994252091857,NA,NA,0.00798516559938358
"33","F3","100","5/18/2023",8,"500 uatm","B","8_B",4,"1","C6","SDR_data","SDR_873_resp_Plate2.csv",NA,1371,1.371,NA,NA,NA,0.2,NA,NA,0.000510243586578,0.199489756413422,-0.000924812030075144,0.00050659182865067,0.000418220201424474,5.00583876656043e-06,5.00583876656043e-06,NA,NA,6.45778484976447e-06,0.000156432461455014,0.000156432461455014,NA,NA,0.00020180577655514
"34","F3","100","5/18/2023",8,"500 uatm","B","8_B",5,"1","D2","SDR_data","SDR_873_resp_Plate2.csv",NA,2148,2.148,NA,NA,NA,0.2,NA,NA,0.001962311826816,0.198037688173184,-0.0155874125874126,0.00050659182865067,0.0150808207587619,0.000179194252729163,0.000179194252729163,NA,NA,0.000100285166904985,0.00559982039778633,0.00559982039778633,NA,NA,0.00313391146578079
"35","F3","100","5/18/2023",8,"500 uatm","C","8_C",4,"1","C2","SDR_data","SDR_799_resp_Plate3.csv",NA,1264,1.264,NA,NA,NA,0.2,NA,NA,0.000399858573312,0.199600141426688,-0.0260307692307693,0.00050659182865067,0.0255241774021186,0.000305677765155765,0.000305677765155765,NA,NA,0.000458680917332992,0.00955243016111766,0.00955243016111766,NA,NA,0.014333778666656
"36","F3","100","5/18/2023",8,"500 uatm","A","8_A",5,"1","D4","SDR_data","SDR_799_resp_Plate1.csv",NA,1589,1.589,NA,NA,NA,0.2,NA,NA,0.000794395694862,0.199205604305138,-0.0115913312693501,0.00050659182865067,0.0110847394406994,0.000132488533130972,0.000132488533130972,NA,NA,0.000129892544194123,0.00414026666034286,0.00414026666034286,NA,NA,0.00405914200606634
"37","F3","100","5/18/2023",8,"500 uatm","B","8_B",3,"1","C1","SDR_data","SDR_873_resp_Plate2.csv",NA,1296,1.296,NA,NA,NA,0.2,NA,NA,0.000431002902528,0.199568997097472,-0.00450254093732343,0.00050659182865067,0.00399594910867276,4.78480533642216e-05,4.78480533642216e-05,NA,NA,6.85354630444447e-05,0.00149525166763192,0.00149525166763192,NA,NA,0.00214173322013889
"38","F3","100","5/18/2023",8,"500 uatm","A","8_A",3,"1","C1","SDR_data","SDR_799_resp_Plate1.csv",NA,2152,2.152,NA,NA,NA,0.2,NA,NA,0.001973294889984,0.198026705110016,-0.0278424242424242,0.00050659182865067,0.0273358324137735,0.000324793489460349,0.000324793489460349,NA,NA,0.000181141132635916,0.0101497965456359,0.0101497965456359,NA,NA,0.00566066039487238
