"","Date","ID","pH","Replicate","Fed_Unfed","Run","Plate","Number","Length_um","CR_mL.hr.mmlength","pCO2","random_fact","type"
"22",20210914,"8_Run_3_Rep_D_Num_2","8","D","fed","3",NA,"2",3491.29,5.57467564945183,"500 μatm","D_8","chaet"
"23",20210914,"8_Run_4_Rep_D_Num_3","8","D","fed","4",NA,"3",2969.72,2.69552019293162,"500 μatm","D_8","chaet"
"24",20210914,"7.5_Run_1_Rep_A_Num_1","7.5","A","fed","1",NA,"1",1970.48,4.27885475266897,"800 μatm","A_7.5","ply"
"25",20210914,"7.5_Run_2_Rep_A_Num_2","7.5","A","fed","2",NA,"2",2212.22,4.8881899979111,"800 μatm","A_7.5","ply"
"26",20210914,"7.5_Run_1_Rep_B_Num_1","7.5","B","fed","1",NA,"1",2097.18,3.65840789948426,"800 μatm","B_7.5","ply"
"27",20210914,"7.5_Run_2_Rep_B_Num_2","7.5","B","fed","2",NA,"2",2822.12,8.66657544783343,"800 μatm","B_7.5","ply"
"28",20210914,"7.5_Run_4_Rep_B_Num_3","7.5","B","fed","4",NA,"3",3163.95,3.18399857028352,"800 μatm","B_7.5","ply"
"29",20210914,"7.5_Run_1_Rep_C_Num_1","7.5","C","fed","1",NA,"1",2880.12,3.69423136385249,"800 μatm","C_7.5","ply"
"30",20210914,"7.5_Run_4_Rep_C_Num_3","7.5","C","fed","4",NA,"3",2150.83,9.0714778159761,"800 μatm","C_7.5","ply"
"31",20210914,"7.5_Run_2_Rep_D_Num_1","7.5","D","fed","2",NA,"1",2726.53,4.39493802150054,"800 μatm","D_7.5","ply"
"32",20210914,"7.5_Run_3_Rep_D_Num_2","7.5","D","fed","3",NA,"2",2659.1,1.7592540898202,"800 μatm","D_7.5","ply"
"33",20210914,"7.5_Run_4_Rep_D_Num_3","7.5","D","fed","4",NA,"3",1916.71,4.90510324714007,"800 μatm","D_7.5","ply"
"34",20210914,"8_Run_1_Rep_A_Num_1","8","A","fed","1",NA,"1",1737.49,1.16804246131058,"500 μatm","A_8","ply"
"35",20210914,"8_Run_2_Rep_A_Num_2","8","A","fed","2",NA,"2",2974,4.61778566239027,"500 μatm","A_8","ply"
"36",20210914,"8_Run_4_Rep_B_Num_3","8","B","fed","4",NA,"3",2139.34,8.24808182100627,"500 μatm","B_8","ply"
"37",20210914,"8_Run_4_Rep_C_Num_3","8","C","fed","4",NA,"3",1796.06,2.2914093125656,"500 μatm","C_8","ply"
"38",20210914,"8_Run_2_Rep_D_Num_1","8","D","fed","2",NA,"1",2692.97,5.7131927256164,"500 μatm","D_8","ply"
"39",20210914,"8_Run_4_Rep_D_Num_3","8","D","fed","4",NA,"3",2969.72,4.26807596211339,"500 μatm","D_8","ply"
"40",20210914,"7.5_Run_1_Rep_A_Num_1","7.5","A","fed","1",NA,"1",1970.48,5.11297376191949,"800 μatm","A_7.5","seston"
"41",20210914,"7.5_Run_2_Rep_A_Num_2","7.5","A","fed","2",NA,"2",2212.22,2.27572722844933,"800 μatm","A_7.5","seston"
"42",20210914,"7.5_Run_3_Rep_A_Num_3","7.5","A","fed","3",NA,"3",2253.05,1.52350238009976,"800 μatm","A_7.5","seston"
"43",20210914,"7.5_Run_1_Rep_B_Num_1","7.5","B","fed","1",NA,"1",2097.18,4.7048600573966,"800 μatm","B_7.5","seston"
"44",20210914,"7.5_Run_2_Rep_B_Num_2","7.5","B","fed","2",NA,"2",2822.12,8.1678784056078,"800 μatm","B_7.5","seston"
"45",20210914,"7.5_Run_4_Rep_B_Num_3","7.5","B","fed","4",NA,"3",3163.95,3.21990453078824,"800 μatm","B_7.5","seston"
"46",20210914,"7.5_Run_1_Rep_C_Num_1","7.5","C","fed","1",NA,"1",2880.12,2.71583359665655,"800 μatm","C_7.5","seston"
"47",20210914,"7.5_Run_3_Rep_C_Num_2","7.5","C","fed","3",NA,"2",2687.51,0.521989891209968,"800 μatm","C_7.5","seston"
"48",20210914,"7.5_Run_4_Rep_C_Num_3","7.5","C","fed","4",NA,"3",2150.83,2.51869273339791,"800 μatm","C_7.5","seston"
"49",20210914,"7.5_Run_2_Rep_D_Num_1","7.5","D","fed","2",NA,"1",2726.53,5.15914226222644,"800 μatm","D_7.5","seston"
"50",20210914,"7.5_Run_3_Rep_D_Num_2","7.5","D","fed","3",NA,"2",2659.1,5.84329030136722,"800 μatm","D_7.5","seston"
"51",20210914,"7.5_Run_4_Rep_D_Num_3","7.5","D","fed","4",NA,"3",1916.71,1.31389162045851,"800 μatm","D_7.5","seston"
"52",20210914,"8_Run_1_Rep_A_Num_1","8","A","fed","1",NA,"1",1737.49,0.368951479928206,"500 μatm","A_8","seston"
"53",20210914,"8_Run_2_Rep_A_Num_2","8","A","fed","2",NA,"2",2974,2.48907941171782,"500 μatm","A_8","seston"
"54",20210914,"8_Run_1_Rep_B_Num_1","8","B","fed","1",NA,"1",2709.79,3.25295527265379,"500 μatm","B_8","seston"
"55",20210914,"8_Run_2_Rep_B_Num_2","8","B","fed","2",NA,"2",2109.65,2.49562904630077,"500 μatm","B_8","seston"
"56",20210914,"8_Run_4_Rep_B_Num_3","8","B","fed","4",NA,"3",2139.34,1.91481927055266,"500 μatm","B_8","seston"
"57",20210914,"8_Run_1_Rep_C_Num_1","8","C","fed","1",NA,"1",2281.73,3.84696691404599,"500 μatm","C_8","seston"
"58",20210914,"8_Run_3_Rep_C_Num_2","8","C","fed","3",NA,"2",2452.71,1.52232677695531,"500 μatm","C_8","seston"
"59",20210914,"8_Run_4_Rep_C_Num_3","8","C","fed","4",NA,"3",1796.06,1.10589050562224,"500 μatm","C_8","seston"
"60",20210914,"8_Run_2_Rep_D_Num_1","8","D","fed","2",NA,"1",2692.97,4.93957428026677,"500 μatm","D_8","seston"
"61",20210914,"8_Run_3_Rep_D_Num_2","8","D","fed","3",NA,"2",3491.29,3.06748351554165,"500 μatm","D_8","seston"
"62",20210914,"8_Run_4_Rep_D_Num_3","8","D","fed","4",NA,"3",2969.72,2.9372168555433,"500 μatm","D_8","seston"
"63",20210930,"7.5_fed_Run_1_Rep_A_Num_1","7.5","A","fed","1",2,"1",3740.03,9.61299650223125,"800 μatm","A_7.5_fed","chaet"
"64",20210930,"7.5_fed_Run_1_Rep_A_Num_2","7.5","A","fed","1",2,"2",2535.63,3.63628678914163,"800 μatm","A_7.5_fed","chaet"
"65",20210930,"7.5_fed_Run_2_Rep_A_Num_4","7.5","A","fed","2",2,"4",3826.27,8.6643576260365,"800 μatm","A_7.5_fed","chaet"
"66",20210930,"7.5_fed_Run_2_Rep_A_Num_5","7.5","A","fed","2",1,"5",5202.82,1.02583941793566,"800 μatm","A_7.5_fed","chaet"
"67",20210930,"7.5_fed_Run_1_Rep_B_Num_1","7.5","B","fed","1",2,"1",3561.09,1.78840907616977,"800 μatm","B_7.5_fed","chaet"
"68",20210930,"7.5_fed_Run_1_Rep_B_Num_2","7.5","B","fed","1",2,"2",2717.97,1.85411715234083,"800 μatm","B_7.5_fed","chaet"
"69",20210930,"7.5_fed_Run_1_Rep_B_Num_3","7.5","B","fed","1",1,"3",2734.68,0.910562251126059,"800 μatm","B_7.5_fed","chaet"
"70",20210930,"7.5_fed_Run_2_Rep_B_Num_4","7.5","B","fed","2",1,"4",4474.19,13.6122064455539,"800 μatm","B_7.5_fed","chaet"
"71",20210930,"7.5_fed_Run_2_Rep_B_Num_5","7.5","B","fed","2",2,"5",3971.07,4.63093172727891,"800 μatm","B_7.5_fed","chaet"
"72",20210930,"7.5_fed_Run_1_Rep_C_Num_1","7.5","C","fed","1",2,"1",3406.03,1.29231675519576,"800 μatm","C_7.5_fed","chaet"
"73",20210930,"7.5_fed_Run_1_Rep_C_Num_2","7.5","C","fed","1",2,"2",3916.36,7.15219440771035,"800 μatm","C_7.5_fed","chaet"
"74",20210930,"7.5_fed_Run_1_Rep_C_Num_3","7.5","C","fed","1",1,"3",2646.79,0.100861227528292,"800 μatm","C_7.5_fed","chaet"
"75",20210930,"7.5_fed_Run_2_Rep_C_Num_4","7.5","C","fed","2",1,"4",5218.02,36.2185446730539,"800 μatm","C_7.5_fed","chaet"
"76",20210930,"7.5_fed_Run_2_Rep_C_Num_5","7.5","C","fed","2",2,"5",3425.45,1.78870421812087,"800 μatm","C_7.5_fed","chaet"
"77",20210930,"7.5_fed_Run_1_Rep_D_Num_1","7.5","D","fed","1",2,"1",3236.79,1.89565791525597,"800 μatm","D_7.5_fed","chaet"
"78",20210930,"7.5_fed_Run_1_Rep_D_Num_2","7.5","D","fed","1",1,"2",3900.23,5.0609651636825,"800 μatm","D_7.5_fed","chaet"
"79",20210930,"7.5_fed_Run_1_Rep_D_Num_3","7.5","D","fed","1",1,"3",4074.55,15.09442308709,"800 μatm","D_7.5_fed","chaet"
"80",20210930,"7.5_fed_Run_2_Rep_D_Num_4","7.5","D","fed","2",1,"4",3661.37,4.91695454649088,"800 μatm","D_7.5_fed","chaet"
"81",20210930,"7.5_fed_Run_2_Rep_D_Num_5","7.5","D","fed","2",2,"5",5311.22,1.9133149214297,"800 μatm","D_7.5_fed","chaet"
"82",20210930,"8_fed_Run_1_Rep_A_Num_1","8","A","fed","1",2,"1",3726.56,6.97804734728685,"500 μatm","A_8_fed","chaet"
"83",20210930,"8_fed_Run_1_Rep_A_Num_2","8","A","fed","1",2,"2",3833.44,2.24847367331011,"500 μatm","A_8_fed","chaet"
"84",20210930,"8_fed_Run_1_Rep_A_Num_3","8","A","fed","1",1,"3",5080.44,26.869941604025,"500 μatm","A_8_fed","chaet"
"85",20210930,"8_fed_Run_2_Rep_A_Num_4","8","A","fed","2",2,"4",2569.09,1.61496322051625,"500 μatm","A_8_fed","chaet"
"86",20210930,"8_fed_Run_2_Rep_A_Num_5","8","A","fed","2",1,"5",4532.4,13.2823453399474,"500 μatm","A_8_fed","chaet"
"87",20210930,"8_fed_Run_1_Rep_B_Num_1","8","B","fed","1",2,"1",4277.99,1.25815105554588,"500 μatm","B_8_fed","chaet"
"88",20210930,"8_fed_Run_1_Rep_B_Num_2","8","B","fed","1",2,"2",5084.03,16.5031032392289,"500 μatm","B_8_fed","chaet"
"89",20210930,"8_fed_Run_1_Rep_B_Num_3","8","B","fed","1",1,"3",4725.11,10.6727915735252,"500 μatm","B_8_fed","chaet"
"90",20210930,"8_fed_Run_2_Rep_B_Num_4","8","B","fed","2",2,"4",4939.21,6.5789166801237,"500 μatm","B_8_fed","chaet"
"91",20210930,"8_fed_Run_2_Rep_B_Num_5","8","B","fed","2",2,"5",3841.53,3.00992777990731,"500 μatm","B_8_fed","chaet"
"92",20210930,"8_fed_Run_1_Rep_C_Num_1","8","C","fed","1",2,"1",3021.9,2.14741075528033,"500 μatm","C_8_fed","chaet"
"93",20210930,"8_fed_Run_1_Rep_C_Num_2","8","C","fed","1",2,"2",2994.94,0.849922158095786,"500 μatm","C_8_fed","chaet"
"94",20210930,"8_fed_Run_1_Rep_C_Num_3","8","C","fed","1",1,"3",3528.6,5.16194707367117,"500 μatm","C_8_fed","chaet"
"95",20210930,"8_fed_Run_2_Rep_C_Num_4","8","C","fed","2",1,"4",3008.54,1.89082938799564,"500 μatm","C_8_fed","chaet"
"96",20210930,"8_fed_Run_2_Rep_C_Num_5","8","C","fed","2",1,"5",2291.39,2.13071495630839,"500 μatm","C_8_fed","chaet"
"97",20210930,"8_fed_Run_1_Rep_D_Num_1","8","D","fed","1",2,"1",5545.94,2.42485879293568,"500 μatm","D_8_fed","chaet"
"98",20210930,"8_fed_Run_1_Rep_D_Num_2","8","D","fed","1",1,"2",3102.14,3.46429135767979,"500 μatm","D_8_fed","chaet"
"99",20210930,"8_fed_Run_1_Rep_D_Num_3","8","D","fed","1",1,"3",3353.75,3.66106744057905,"500 μatm","D_8_fed","chaet"
"100",20210930,"8_fed_Run_2_Rep_D_Num_4","8","D","fed","2",2,"4",4130.83,10.0524175429762,"500 μatm","D_8_fed","chaet"
"101",20210930,"8_fed_Run_2_Rep_D_Num_5","8","D","fed","2",2,"5",3569.03,4.72911085760012,"500 μatm","D_8_fed","chaet"
"102",20210930,"7.5_fed_Run_1_Rep_A_Num_1","7.5","A","fed","1",2,"1",3740.03,5.36703949897612,"800 μatm","A_7.5_fed","ply"
"103",20210930,"7.5_fed_Run_1_Rep_A_Num_2","7.5","A","fed","1",2,"2",2535.63,3.14160490383403,"800 μatm","A_7.5_fed","ply"
"104",20210930,"7.5_fed_Run_1_Rep_B_Num_1","7.5","B","fed","1",2,"1",3561.09,2.42764334159711,"800 μatm","B_7.5_fed","ply"
"105",20210930,"7.5_fed_Run_2_Rep_B_Num_4","7.5","B","fed","2",1,"4",4474.19,8.01668735711262,"800 μatm","B_7.5_fed","ply"
"106",20210930,"7.5_fed_Run_2_Rep_B_Num_5","7.5","B","fed","2",2,"5",3971.07,5.49536451629446,"800 μatm","B_7.5_fed","ply"
"107",20210930,"7.5_fed_Run_1_Rep_C_Num_2","7.5","C","fed","1",2,"2",3916.36,14.786363327654,"800 μatm","C_7.5_fed","ply"
"108",20210930,"7.5_fed_Run_2_Rep_C_Num_4","7.5","C","fed","2",1,"4",5218.02,18.6162808159734,"800 μatm","C_7.5_fed","ply"
"109",20210930,"7.5_fed_Run_1_Rep_D_Num_2","7.5","D","fed","1",1,"2",3900.23,2.70972608374496,"800 μatm","D_7.5_fed","ply"
"110",20210930,"7.5_fed_Run_1_Rep_D_Num_3","7.5","D","fed","1",1,"3",4074.55,8.76611612638436,"800 μatm","D_7.5_fed","ply"
"111",20210930,"7.5_fed_Run_2_Rep_D_Num_4","7.5","D","fed","2",1,"4",3661.37,3.11667137333343,"800 μatm","D_7.5_fed","ply"
"112",20210930,"7.5_fed_Run_2_Rep_D_Num_5","7.5","D","fed","2",2,"5",5311.22,2.39342288528005,"800 μatm","D_7.5_fed","ply"
"113",20210930,"8_fed_Run_1_Rep_A_Num_3","8","A","fed","1",1,"3",5080.44,17.0041096731903,"500 μatm","A_8_fed","ply"
"114",20210930,"8_fed_Run_2_Rep_A_Num_5","8","A","fed","2",1,"5",4532.4,5.26891524796598,"500 μatm","A_8_fed","ply"
"115",20210930,"8_fed_Run_1_Rep_B_Num_2","8","B","fed","1",2,"2",5084.03,3.70921936005942,"500 μatm","B_8_fed","ply"
"116",20210930,"8_fed_Run_1_Rep_B_Num_3","8","B","fed","1",1,"3",4725.11,0.0460823035771058,"500 μatm","B_8_fed","ply"
"117",20210930,"7.5_fed_Run_1_Rep_A_Num_1","7.5","A","fed","1",2,"1",3740.03,5.27562959590942,"800 μatm","A_7.5_fed","seston"
"118",20210930,"7.5_fed_Run_2_Rep_A_Num_4","7.5","A","fed","2",2,"4",3826.27,3.38769322563522,"800 μatm","A_7.5_fed","seston"
"119",20210930,"7.5_fed_Run_1_Rep_B_Num_2","7.5","B","fed","1",2,"2",2717.97,0.570816461337729,"800 μatm","B_7.5_fed","seston"
"120",20210930,"7.5_fed_Run_1_Rep_B_Num_3","7.5","B","fed","1",1,"3",2734.68,0.0778031971297892,"800 μatm","B_7.5_fed","seston"
"121",20210930,"7.5_fed_Run_2_Rep_B_Num_4","7.5","B","fed","2",1,"4",4474.19,0.541128464668256,"800 μatm","B_7.5_fed","seston"
"122",20210930,"7.5_fed_Run_2_Rep_B_Num_5","7.5","B","fed","2",2,"5",3971.07,4.78851072735747,"800 μatm","B_7.5_fed","seston"
"123",20210930,"7.5_fed_Run_1_Rep_C_Num_1","7.5","C","fed","1",2,"1",3406.03,0.817421595704861,"800 μatm","C_7.5_fed","seston"
"124",20210930,"7.5_fed_Run_1_Rep_C_Num_2","7.5","C","fed","1",2,"2",3916.36,4.5852988652485,"800 μatm","C_7.5_fed","seston"
"125",20210930,"7.5_fed_Run_1_Rep_C_Num_3","7.5","C","fed","1",1,"3",2646.79,0.605675791184547,"800 μatm","C_7.5_fed","seston"
"126",20210930,"7.5_fed_Run_2_Rep_C_Num_4","7.5","C","fed","2",1,"4",5218.02,16.0812207608672,"800 μatm","C_7.5_fed","seston"
"127",20210930,"7.5_fed_Run_2_Rep_C_Num_5","7.5","C","fed","2",2,"5",3425.45,2.72458771946798,"800 μatm","C_7.5_fed","seston"
"128",20210930,"7.5_fed_Run_1_Rep_D_Num_3","7.5","D","fed","1",1,"3",4074.55,9.26940353328585,"800 μatm","D_7.5_fed","seston"
"129",20210930,"7.5_fed_Run_2_Rep_D_Num_4","7.5","D","fed","2",1,"4",3661.37,1.06321803046058,"800 μatm","D_7.5_fed","seston"
"130",20210930,"8_fed_Run_1_Rep_A_Num_1","8","A","fed","1",2,"1",3726.56,2.2219305131968,"500 μatm","A_8_fed","seston"
"131",20210930,"8_fed_Run_1_Rep_A_Num_3","8","A","fed","1",1,"3",5080.44,14.6710385062666,"500 μatm","A_8_fed","seston"
"132",20210930,"8_fed_Run_2_Rep_A_Num_5","8","A","fed","2",1,"5",4532.4,9.95197738563906,"500 μatm","A_8_fed","seston"
"133",20210930,"8_fed_Run_1_Rep_B_Num_3","8","B","fed","1",1,"3",4725.11,4.3710533258106,"500 μatm","B_8_fed","seston"
"134",20210930,"8_fed_Run_2_Rep_B_Num_4","8","B","fed","2",2,"4",4939.21,4.96932978327861,"500 μatm","B_8_fed","seston"
"135",20210930,"8_fed_Run_2_Rep_B_Num_5","8","B","fed","2",2,"5",3841.53,3.8916701715404,"500 μatm","B_8_fed","seston"
"136",20210930,"8_fed_Run_1_Rep_C_Num_3","8","C","fed","1",1,"3",3528.6,3.39479728908121,"500 μatm","C_8_fed","seston"
"137",20210930,"8_fed_Run_1_Rep_D_Num_2","8","D","fed","1",1,"2",3102.14,2.54811849775075,"500 μatm","D_8_fed","seston"
"138",20210930,"8_fed_Run_1_Rep_D_Num_3","8","D","fed","1",1,"3",3353.75,6.771705418915,"500 μatm","D_8_fed","seston"
"139",20210930,"8_fed_Run_2_Rep_D_Num_4","8","D","fed","2",2,"4",4130.83,3.27057123327094,"500 μatm","D_8_fed","seston"
"140",20210930,"8_fed_Run_2_Rep_D_Num_5","8","D","fed","2",2,"5",3569.03,1.35443522354618,"500 μatm","D_8_fed","seston"
"141",20211026,"7.5_fed_Run_1_Rep_A_Num_1","7.5","A","fed","1",NA,"1",8900,2.18470776324166,"800 μatm","A_7.5_fed","chaet"
"142",20211026,"7.5_fed_Run_2_Rep_A_Num_2","7.5","A","fed","2",NA,"2",13490,47.6683788806597,"800 μatm","A_7.5_fed","chaet"
"143",20211026,"7.5_fed_Run_1_Rep_B_Num_1","7.5","B","fed","1",NA,"1",7030,0.645550683342914,"800 μatm","B_7.5_fed","chaet"
"144",20211026,"7.5_fed_Run_2_Rep_B_Num_2","7.5","B","fed","2",NA,"2",10100,17.3375369638567,"800 μatm","B_7.5_fed","chaet"
"145",20211026,"7.5_fed_Run_3_Rep_B_Num_3","7.5","B","fed","3",NA,"3",9510,24.9029565042278,"800 μatm","B_7.5_fed","chaet"
"146",20211026,"7.5_fed_Run_1_Rep_C_Num_1","7.5","C","fed","1",NA,"1",7400,12.5557174070167,"800 μatm","C_7.5_fed","chaet"
"147",20211026,"7.5_fed_Run_3_Rep_C_Num_2","7.5","C","fed","3",NA,"2",9550,16.2459148622518,"800 μatm","C_7.5_fed","chaet"
"148",20211026,"7.5_fed_Run_3_Rep_C_Num_3","7.5","C","fed","3",NA,"3",9710,28.9970317950326,"800 μatm","C_7.5_fed","chaet"
"149",20211026,"7.5_fed_Run_2_Rep_D_Num_1","7.5","D","fed","2",NA,"1",7420,21.1500731964768,"800 μatm","D_7.5_fed","chaet"
"150",20211026,"7.5_fed_Run_3_Rep_D_Num_2","7.5","D","fed","3",NA,"2",8890,12.3456331352129,"800 μatm","D_7.5_fed","chaet"
"151",20211026,"8_fed_Run_1_Rep_A_Num_1","8","A","fed","1",NA,"1",12610,13.4184032476199,"500 μatm","A_8_fed","chaet"
"152",20211026,"8_fed_Run_2_Rep_A_Num_2","8","A","fed","2",NA,"2",14310,14.7096551470296,"500 μatm","A_8_fed","chaet"
"153",20211026,"8_fed_Run_1_Rep_B_Num_1","8","B","fed","1",NA,"1",8940,14.4508686246667,"500 μatm","B_8_fed","chaet"
"154",20211026,"8_fed_Run_2_Rep_B_Num_2","8","B","fed","2",NA,"2",11610,15.080852384615,"500 μatm","B_8_fed","chaet"
"155",20211026,"8_fed_Run_1_Rep_C_Num_1","8","C","fed","1",NA,"1",14070,12.3153478905439,"500 μatm","C_8_fed","chaet"
"156",20211026,"8_fed_Run_3_Rep_C_Num_2","8","C","fed","3",NA,"2",12530,13.6577885643019,"500 μatm","C_8_fed","chaet"
"157",20211026,"8_fed_Run_2_Rep_D_Num_1","8","D","fed","2",NA,"1",8650,16.5047523167479,"500 μatm","D_8_fed","chaet"
"158",20211026,"8_fed_Run_3_Rep_D_Num_2","8","D","fed","3",NA,"2",11400,4.06588309522219,"500 μatm","D_8_fed","chaet"
"159",20211026,"7.5_fed_Run_1_Rep_A_Num_1","7.5","A","fed","1",NA,"1",8900,0.935970070020644,"800 μatm","A_7.5_fed","ply"
"160",20211026,"7.5_fed_Run_2_Rep_A_Num_2","7.5","A","fed","2",NA,"2",13490,54.8843069981061,"800 μatm","A_7.5_fed","ply"
"161",20211026,"7.5_fed_Run_1_Rep_B_Num_1","7.5","B","fed","1",NA,"1",7030,0.428467400851344,"800 μatm","B_7.5_fed","ply"
"162",20211026,"7.5_fed_Run_2_Rep_B_Num_2","7.5","B","fed","2",NA,"2",10100,72.9096203980965,"800 μatm","B_7.5_fed","ply"
"163",20211026,"7.5_fed_Run_3_Rep_B_Num_3","7.5","B","fed","3",NA,"3",9510,92.4394113125962,"800 μatm","B_7.5_fed","ply"
"164",20211026,"7.5_fed_Run_1_Rep_C_Num_1","7.5","C","fed","1",NA,"1",7400,11.7345671959038,"800 μatm","C_7.5_fed","ply"
"165",20211026,"7.5_fed_Run_3_Rep_C_Num_2","7.5","C","fed","3",NA,"2",9550,15.5140345404794,"800 μatm","C_7.5_fed","ply"
"166",20211026,"7.5_fed_Run_3_Rep_C_Num_3","7.5","C","fed","3",NA,"3",9710,90.3446692068883,"800 μatm","C_7.5_fed","ply"
"167",20211026,"7.5_fed_Run_2_Rep_D_Num_1","7.5","D","fed","2",NA,"1",7420,66.5095096621399,"800 μatm","D_7.5_fed","ply"
"168",20211026,"7.5_fed_Run_3_Rep_D_Num_2","7.5","D","fed","3",NA,"2",8890,12.9808414797983,"800 μatm","D_7.5_fed","ply"
"169",20211026,"8_fed_Run_1_Rep_A_Num_1","8","A","fed","1",NA,"1",12610,45.1728593126919,"500 μatm","A_8_fed","ply"
"170",20211026,"8_fed_Run_2_Rep_A_Num_2","8","A","fed","2",NA,"2",14310,52.9343822143039,"500 μatm","A_8_fed","ply"
"171",20211026,"8_fed_Run_1_Rep_B_Num_1","8","B","fed","1",NA,"1",8940,20.7297987502009,"500 μatm","B_8_fed","ply"
"172",20211026,"8_fed_Run_2_Rep_B_Num_2","8","B","fed","2",NA,"2",11610,64.619458139058,"500 μatm","B_8_fed","ply"
"173",20211026,"8_fed_Run_1_Rep_C_Num_1","8","C","fed","1",NA,"1",14070,40.2435644441509,"500 μatm","C_8_fed","ply"
"174",20211026,"8_fed_Run_3_Rep_C_Num_2","8","C","fed","3",NA,"2",12530,46.1235973349932,"500 μatm","C_8_fed","ply"
"175",20211026,"8_fed_Run_2_Rep_D_Num_1","8","D","fed","2",NA,"1",8650,56.1565045196752,"500 μatm","D_8_fed","ply"
"176",20211026,"8_fed_Run_3_Rep_D_Num_2","8","D","fed","3",NA,"2",11400,4.3968886866439,"500 μatm","D_8_fed","ply"
"177",20211026,"7.5_fed_Run_1_Rep_A_Num_1","7.5","A","fed","1",NA,"1",8900,0.481814830905042,"800 μatm","A_7.5_fed","seston"
"178",20211026,"7.5_fed_Run_2_Rep_A_Num_2","7.5","A","fed","2",NA,"2",13490,9.0624589232318,"800 μatm","A_7.5_fed","seston"
"179",20211026,"7.5_fed_Run_2_Rep_B_Num_2","7.5","B","fed","2",NA,"2",10100,10.8986894346765,"800 μatm","B_7.5_fed","seston"
"180",20211026,"7.5_fed_Run_3_Rep_B_Num_3","7.5","B","fed","3",NA,"3",9510,11.1384778546489,"800 μatm","B_7.5_fed","seston"
"181",20211026,"7.5_fed_Run_1_Rep_C_Num_1","7.5","C","fed","1",NA,"1",7400,19.7502442729278,"800 μatm","C_7.5_fed","seston"
"182",20211026,"7.5_fed_Run_3_Rep_C_Num_2","7.5","C","fed","3",NA,"2",9550,11.5381176803541,"800 μatm","C_7.5_fed","seston"
