Date,Type,Treatment,Replicate,Temperature_bucket_C,Salinity,DO_mg_l,Temperature_spec_C,TA_mmol_kgSW,TCO2_mmol_kgSW,pH ,pH_out,fCO2_out_matm,pCO2_out_matm,HCO3_out_mmol_kgSW,CO3_out_mmol_kgSW,CO2_out_mmol_kgSW,B_alk_out_mmol_kgSW,OH_out_mmol_kgSW,P_Alk_out_mmol_kgSW,Si_Alk_out_mmol_kgSW,Revelle_out,Wca_out,War_out_DIC_pH,xCO2_out _dry_at _1_atm_ ppm_ DIC_pH
8/16/2021,Juveniles,7,double tape,23.6,27.1,,,,,,,,,,,,,,,,,,,
8/16/2021,Juveniles,8,A,23.3,27.1,,,,,,,,,,,,,,,,,,,
8/16/2021,Juveniles,8,B,23.4,27.2,,,,,,,,,,,,,,,,,,,
8/16/2021,Juveniles,8,C,23.5,27.2,,,,,,,,,,,,,,,,,,,
8/16/2021,Juveniles,8,D,23.5,27.2,,,,,,,,,,,,,,,,,,,
8/16/2021,Juveniles,7.5,A,23.5,27.2,,,,,,,,,,,,,,,,,,,
8/16/2021,Juveniles,7.5,B,23.5,27.2,,,,,,,,,,,,,,,,,,,
8/16/2021,Juveniles,7.5,C,23.5,27.2,,,,,,,,,,,,,,,,,,,
8/16/2021,Juveniles,7.5,D,23.6,27.2,,,,,,,,,,,,,,,,,,,
8/17/2021,Juveniles,7,single tape,23.6,27,,,,,,,,,,,,,,,,,,,
8/17/2021,Juveniles,7,double tape,23.5,27,,,,,,,,,,,,,,,,,,,
8/17/2021,Juveniles,8,A,23.3,27.1,,,,,,,,,,,,,,,,,,,
8/17/2021,Juveniles,8,B,23.3,27.1,,,,,,,,,,,,,,,,,,,
8/17/2021,Juveniles,8,C,23.4,27.1,,,,,,,,,,,,,,,,,,,
8/17/2021,Juveniles,8,D,23.4,27.1,,,,,,,,,,,,,,,,,,,
8/17/2021,Juveniles,7.5,A,23.4,27.1,,,,,,,,,,,,,,,,,,,
8/17/2021,Juveniles,7.5,B,23.4,27.1,,,,,,,,,,,,,,,,,,,
8/17/2021,Juveniles,7.5,C,23.4,27.1,,,,,,,,,,,,,,,,,,,
8/17/2021,Juveniles,7.5,D,23.4,27.1,,,,,,,,,,,,,,,,,,,
8/18/2021,Juveniles,7,single tape,23.7,27,,,,,,,,,,,,,,,,,,,
8/18/2021,Juveniles,7,double tape,23.6,27,,,,,,,,,,,,,,,,,,,
8/18/2021,Juveniles,8,A,23.5,27,,,,,,,,,,,,,,,,,,,
8/18/2021,Juveniles,8,B,23.6,27,,,,,,,,,,,,,,,,,,,
8/18/2021,Juveniles,8,C,23.5,27,,,,,,,,,,,,,,,,,,,
8/18/2021,Juveniles,8,D,23.6,27,,,,,,,,,,,,,,,,,,,
8/18/2021,Juveniles,7.5,A,23.5,27,,,,,,,,,,,,,,,,,,,
8/18/2021,Juveniles,7.5,B,23.5,27,,,,,,,,,,,,,,,,,,,
8/18/2021,Juveniles,7.5,C,23.6,27,,,,,,,,,,,,,,,,,,,
8/18/2021,Juveniles,7.5,D,23.6,27,,,,,,,,,,,,,,,,,,,
8/19/2021,Juveniles,7,single tape,23.7,26.7,,20.3,1871.44,1850.14,7.5271,7.484,1450.8,1455.5,1759.9,45.8,44.5,20.7,1.4,0,0,17.656,1.17,0.75,1498.2
8/19/2021,Juveniles,7,double tape,23.7,26.8,,20.72,1870.32,1858.47,7.5146,7.477,1479.8,1484.6,1767.7,45.4,45.3,20.5,1.4,0,0,17.668,1.16,0.74,1528.1
8/19/2021,Juveniles,8,A,23.6,26.8,,20.63,1864.17,1759.36,7.8646,7.821,622.9,624.9,1647,93.2,19.1,42.2,3.1,0,0,13.806,2.38,1.53,643.2
8/19/2021,Juveniles,8,B,23.6,26.8,,20.57,1870.43,1754.15,7.8723,7.828,611.1,613.1,1641.1,94.3,18.8,42.7,3.1,0,0,13.699,2.41,1.54,631
8/19/2021,Juveniles,8,C,23.6,26.8,,20.63,1869.87,1753.04,7.8886,7.845,586.3,588.2,1637.2,97.8,18,44.2,3.2,0,0,13.453,2.5,1.6,605.3
8/19/2021,Juveniles,8,D,23.6,26.8,,20.53,1866.19,1754.28,7.8745,7.83,608.8,610.8,1640.9,94.7,18.7,42.9,3.1,0,0,13.676,2.42,1.55,628.6
8/19/2021,Juveniles,7.5,A,23.6,26.8,,20.45,1871.26,1808.28,7.6983,7.655,951.1,954.2,1713,66,29.2,29.9,2.1,0,0,16.192,1.69,1.08,982
8/19/2021,Juveniles,7.5,B,23.6,26.8,,20.49,1867.19,1805.93,7.7026,7.659,939.2,942.3,1710.4,66.7,28.9,30.2,2.1,0,0,16.129,1.7,1.09,969.7
8/19/2021,Juveniles,7.5,C,23.6,26.8,,20.35,1875.16,1812.84,7.6953,7.65,963.1,966.3,1717.7,65.6,29.6,29.7,2.1,0,0,16.252,1.68,1.07,994.4
8/19/2021,Juveniles,7.5,D,23.6,26.8,,20.26,1854.79,1808.11,7.6962,7.65,961.5,964.6,1713.2,65.3,29.5,29.6,2.1,0,0,16.247,1.67,1.07,992.7
8/19/2021,Juveniles,7.5,extra,23.6,27,,20.31,1870.1,1832.32,7.5878,7.544,1244.9,1248.9,1741.7,52.4,38.2,24,1.6,0,0,17.262,1.34,0.86,1285.3
8/19/2021,Juveniles,8,extra,23.5,26.8,,20.59,1868.72,1796.16,7.7119,7.671,907.9,910.9,1700.3,67.9,28,30.9,2.1,0,0,15.987,1.73,1.11,937.2
8/20/2021,Juveniles,7,single tape,24.4,25.94,8.29,,,,,,,,,,,,,,,,,,
8/20/2021,Juveniles,7,double tape,24.3,25.97,8.39,,,,,,,,,,,,,,,,,,
8/20/2021,Juveniles,8,A,24.3,25.97,8.48,,,,,,,,,,,,,,,,,,
8/20/2021,Juveniles,8,B,24.4,25.94,8.5,,,,,,,,,,,,,,,,,,
8/20/2021,Juveniles,8,C,24.4,26.01,8.53,,,,,,,,,,,,,,,,,,
8/20/2021,Juveniles,8,D,24.4,26.02,8.52,,,,,,,,,,,,,,,,,,
8/20/2021,Juveniles,7.5,A,24.4,25.99,8.49,,,,,,,,,,,,,,,,,,
8/20/2021,Juveniles,7.5,B,24.4,26,8.55,,,,,,,,,,,,,,,,,,
8/20/2021,Juveniles,7.5,C,24.4,25.99,8.54,,,,,,,,,,,,,,,,,,
8/20/2021,Juveniles,7.5,D,24.3,26.01,8.48,,,,,,,,,,,,,,,,,,
8/21/2021,Juveniles,7,single tape,24.5,25.5,8.35,,,,,,,,,,,,,,,,,,
8/21/2021,Juveniles,7,double tape,24.4,26.12,8.43,,,,,,,,,,,,,,,,,,
8/21/2021,Juveniles,8,A,24.4,26.18,8.49,,,,,,,,,,,,,,,,,,
8/21/2021,Juveniles,8,B,24.4,26.33,8.53,,,,,,,,,,,,,,,,,,
8/21/2021,Juveniles,8,C,24.4,26.2,8.54,,,,,,,,,,,,,,,,,,
8/21/2021,Juveniles,8,D,24.3,26.39,8.48,,,,,,,,,,,,,,,,,,
8/21/2021,Juveniles,7.5,A,24.4,26.39,8.48,,,,,,,,,,,,,,,,,,
8/21/2021,Juveniles,7.5,B,24.4,26.42,8.48,,,,,,,,,,,,,,,,,,
8/21/2021,Juveniles,7.5,C,24.4,26.37,8.5,,,,,,,,,,,,,,,,,,
8/21/2021,Juveniles,7.5,D,24.4,26.45,8.49,,,,,,,,,,,,,,,,,,
8/22/2021,Juveniles,7,single tape,24.3,26.33,8.37,,,,,,,,,,,,,,,,,,
8/22/2021,Juveniles,7,double tape,24.2,26.36,8.4,,,,,,,,,,,,,,,,,,
8/22/2021,Juveniles,8,D,24.1,26.35,8.37,,,,,,,,,,,,,,,,,,
8/22/2021,Juveniles,8,C,24.1,26.32,8.53,,,,,,,,,,,,,,,,,,
8/22/2021,Juveniles,8,B,24.2,26.3,8.5,,,,,,,,,,,,,,,,,,
8/22/2021,Juveniles,8,A,24.2,26.36,8.48,,,,,,,,,,,,,,,,,,
8/22/2021,Juveniles,7.5,D,24.2,26.35,8.46,,,,,,,,,,,,,,,,,,
8/22/2021,Juveniles,7.5,C,24.2,26.36,8.41,,,,,,,,,,,,,,,,,,
8/22/2021,Juveniles,7.5,B,24.2,26.3,8.43,,,,,,,,,,,,,,,,,,
8/22/2021,Juveniles,7.5,A,24.2,26.3,8.46,,,,,,,,,,,,,,,,,,
8/23/2021,Juveniles,7,single tape,23.7,26.68,8.49,,,,,,,,,,,,,,,,,,
8/23/2021,Juveniles,7,double tape,23.8,26.56,8.42,,,,,,,,,,,,,,,,,,
8/23/2021,Juveniles,8,A,23.6,26.7,8.55,,,,,,,,,,,,,,,,,,
8/23/2021,Juveniles,8,B,23.6,26.7,8.52,,,,,,,,,,,,,,,,,,
8/23/2021,Juveniles,8,C,23.6,26.71,8.59,,,,,,,,,,,,,,,,,,
8/23/2021,Juveniles,8,D,23.6,26.69,8.56,,,,,,,,,,,,,,,,,,
8/23/2021,Juveniles,7.5,A,23.7,26.67,8.49,,,,,,,,,,,,,,,,,,
8/23/2021,Juveniles,7.5,B,23.6,26.69,8.44,,,,,,,,,,,,,,,,,,
8/23/2021,Juveniles,7.5,C,23.7,26.68,8.5,,,,,,,,,,,,,,,,,,
8/23/2021,Juveniles,7.5,D,23.7,26.57,8.47,,,,,,,,,,,,,,,,,,
8/24/2021,Juveniles,7,single tape,23.4,25.48,8.61,,,,,,,,,,,,,,,,,,
8/24/2021,Juveniles,7,double tape,23.4,25.77,8.68,,,,,,,,,,,,,,,,,,
8/24/2021,Juveniles,7.5,A,23.4,25.82,8.6,,,,,,,,,,,,,,,,,,
8/24/2021,Juveniles,7.5,B,23.4,25.87,8.5,,,,,,,,,,,,,,,,,,
8/24/2021,Juveniles,7.5,C,23.5,25.73,8.63,,,,,,,,,,,,,,,,,,
8/24/2021,Juveniles,7.5,D,23.5,25.63,8.59,,,,,,,,,,,,,,,,,,
8/24/2021,Juveniles,8,A,23.3,26.01,8.62,,,,,,,,,,,,,,,,,,
8/24/2021,Juveniles,8,B,23.4,25.84,8.76,,,,,,,,,,,,,,,,,,
8/24/2021,Juveniles,8,C,23.3,25.87,8.64,,,,,,,,,,,,,,,,,,
8/24/2021,Juveniles,8,D,23.4,25.82,8.69,,,,,,,,,,,,,,,,,,
8/25/2021,Juveniles,7,single tape,23.6,25.95,8.57,21.22,1888.96,1904.24,7.4463,7.417,1748.4,1754.1,1810.8,39.5,54,17.2,1.2,0,0,17.913,1.01,0.65,1805.3
8/25/2021,Juveniles,7,double tape,23.5,25.97,8.65,21.34,1869.3,1894.42,7.4448,7.418,1733.4,1739,1801.5,39.2,53.6,17.2,1.2,0,0,17.908,1.01,0.64,1789.4
8/25/2021,Juveniles,7.5,A,23.6,25.86,8.62,21.44,1865.69,1786.11,7.8138,7.784,696.2,698.5,1679.7,84.9,21.5,37.3,2.7,0,0,14.683,2.18,1.39,718.7
8/25/2021,Juveniles,7.5,B,23.5,25.81,8.67,21.52,1872.51,1787.81,7.8076,7.779,704.9,707.2,1681.9,84.1,21.8,37,2.7,0,0,14.743,2.16,1.38,727.7
8/25/2021,Juveniles,7.5,C,23.5,25.95,8.64,21.46,1874,1789.99,7.8046,7.775,708.4,710.7,1683.2,84.9,21.8,38,2.7,0,0,14.61,2.17,1.39,731.3
8/25/2021,Juveniles,7.5,D,23.4,26.04,8.59,21.52,1870.93,1780.04,7.8312,7.803,663.5,665.7,1671.2,88.3,20.5,38.9,2.9,0,0,14.379,2.27,1.45,685
8/25/2021,Juveniles,8,A,23.5,26.62,8.7,21.36,1872.42,1849.86,7.599,7.571,1191.9,1195.8,1758.6,54.4,36.9,23.9,1.7,0,0,17.398,1.4,0.89,1230.5
8/25/2021,Juveniles,8,B,23.5,26.02,8.74,21.4,1872.76,1854.29,7.595,7.568,1199.1,1203,1762.9,54.2,37.2,23.8,1.7,0,0,17.419,1.39,0.89,1237.7
8/25/2021,Juveniles,8,C,23.5,25.99,8.74,21.31,1873.67,1849.89,7.5991,7.57,1194.9,1198.8,1758.8,54.1,37,23.7,1.7,0,0,17.44,1.39,0.89,1233.5
8/25/2021,Juveniles,8,D,23.5,25.94,8.76,21.38,1875.18,1851.07,7.5975,7.568,1201.3,1205.2,1759.8,54.1,37.1,23.7,1.7,0,0,17.423,1.39,0.89,1240.3
8/26/2021,Juveniles,7,single tape,24.2,26.45,8.47,,,,,,,,,,,,,,,,,,
8/26/2021,Juveniles,7,double tape,24.2,26.58,8.43,,,,,,,,,,,,,,,,,,
8/26/2021,Juveniles,8,A,24.1,26.59,8.56,,,,,,,,,,,,,,,,,,
8/26/2021,Juveniles,8,B,24.2,26.58,8.55,,,,,,,,,,,,,,,,,,
8/26/2021,Juveniles,8,C,24.2,26.44,8.53,,,,,,,,,,,,,,,,,,
8/26/2021,Juveniles,8,D,24.2,26.58,8.53,,,,,,,,,,,,,,,,,,
8/26/2021,Juveniles,7.5,A,24.2,26.2,8.49,,,,,,,,,,,,,,,,,,
8/26/2021,Juveniles,7.5,B,24.2,26.58,8.54,,,,,,,,,,,,,,,,,,
8/26/2021,Juveniles,7.5,C,24.2,26.5,8.4,,,,,,,,,,,,,,,,,,
8/26/2021,Juveniles,7.5,D,24.2,26.47,8.5,,,,,,,,,,,,,,,,,,
8/27/2021,Juveniles,7,single tape,24.5,26.56,8.34,,,,,,,,,,,,,,,,,,
8/27/2021,Juveniles,7,double tape,24.5,26.63,8.37,,,,,,,,,,,,,,,,,,
8/27/2021,Juveniles,7.5,A,24.4,26.67,8.48,,,,,,,,,,,,,,,,,,
8/27/2021,Juveniles,7.5,B,24.5,26.71,8.44,,,,,,,,,,,,,,,,,,
8/27/2021,Juveniles,7.5,C,24.5,27.09,8.49,,,,,,,,,,,,,,,,,,
8/27/2021,Juveniles,7.5,D,24.5,26.73,8.54,,,,,,,,,,,,,,,,,,
8/27/2021,Juveniles,8,A,24.5,25.6,8.44,,,,,,,,,,,,,,,,,,
8/27/2021,Juveniles,8,B,24.5,26.7,8.46,,,,,,,,,,,,,,,,,,
8/27/2021,Juveniles,8,C,24.5,26.75,8.39,,,,,,,,,,,,,,,,,,
8/27/2021,Juveniles,8,D,24.5,26.73,8.35,,,,,,,,,,,,,,,,,,
8/28/2021,Juveniles,7,single tape,24.1,26.83,8.46,,,,,,,,,,,,,,,,,,
8/28/2021,Juveniles,7,double tape,24.1,26.89,8.43,,,,,,,,,,,,,,,,,,
8/28/2021,Juveniles,7.5,A,24.1,26.99,8.4,,,,,,,,,,,,,,,,,,
8/28/2021,Juveniles,7.5,B,24.1,27.05,8.51,,,,,,,,,,,,,,,,,,
8/28/2021,Juveniles,7.5,C,24.1,26.71,8.52,,,,,,,,,,,,,,,,,,
8/28/2021,Juveniles,7.5,D,24.1,26.98,8.44,,,,,,,,,,,,,,,,,,
8/28/2021,Juveniles,8,A,24.1,27.01,8.53,,,,,,,,,,,,,,,,,,
8/28/2021,Juveniles,8,B,24,27.06,8.55,,,,,,,,,,,,,,,,,,
8/28/2021,Juveniles,8,C,24.1,27.06,8.55,,,,,,,,,,,,,,,,,,
8/28/2021,Juveniles,8,D,24.1,27.05,8.53,,,,,,,,,,,,,,,,,,
8/29/2021,Juveniles,7,single tape,23.4,26.87,8.65,,,,,,,,,,,,,,,,,,
8/29/2021,Juveniles,7,double tape,23.4,26.9,8.61,,,,,,,,,,,,,,,,,,
8/29/2021,Juveniles,7.5,A,23.4,26.94,8.62,,,,,,,,,,,,,,,,,,
8/29/2021,Juveniles,7.5,B,23.4,26.94,8.61,,,,,,,,,,,,,,,,,,
8/29/2021,Juveniles,7.5,C,23.5,26.86,8.63,,,,,,,,,,,,,,,,,,
8/29/2021,Juveniles,7.5,D,23.5,26.91,8.52,,,,,,,,,,,,,,,,,,
8/29/2021,Juveniles,8,A,23.3,27,8.96,,,,,,,,,,,,,,,,,,
8/29/2021,Juveniles,8,B,23.4,26.77,8.71,,,,,,,,,,,,,,,,,,
8/29/2021,Juveniles,8,C,23.4,26.95,8.76,,,,,,,,,,,,,,,,,,
8/29/2021,Juveniles,8,D,23.2,27.01,8.63,,,,,,,,,,,,,,,,,,
8/30/2021,Juveniles,7,single tape,23.8,26.68,8.39,,,,,,,,,,,,,,,,,,
8/30/2021,Juveniles,7,double tape,23.6,26.72,8.3,,,,,,,,,,,,,,,,,,
8/30/2021,Juveniles,7.5,A,23.7,26.72,8.59,,,,,,,,,,,,,,,,,,
8/30/2021,Juveniles,7.5,B,23.7,26.69,8.57,,,,,,,,,,,,,,,,,,
8/30/2021,Juveniles,7.5,C,23.7,26.6,8.54,,,,,,,,,,,,,,,,,,
8/30/2021,Juveniles,7.5,D,23.7,26.81,8.52,,,,,,,,,,,,,,,,,,
8/30/2021,Juveniles,8,A,23.6,26.8,8.63,,,,,,,,,,,,,,,,,,
8/30/2021,Juveniles,8,B,23.6,26.78,8.72,,,,,,,,,,,,,,,,,,
8/30/2021,Juveniles,8,C,23.6,26.73,8.51,,,,,,,,,,,,,,,,,,
8/30/2021,Juveniles,8,D,23.6,26.82,8.64,,,,,,,,,,,,,,,,,,
8/31/2021,Juveniles,8,C,23.7,26.49,8.88,,,,,,,,,,,,,,,,,,
8/31/2021,Juveniles,8,A,23.7,25.65,9,,,,,,,,,,,,,,,,,,
8/31/2021,Juveniles,8,D,23.7,26.87,8.97,,,,,,,,,,,,,,,,,,
8/31/2021,Juveniles,8,B,23.7,26.91,8.88,,,,,,,,,,,,,,,,,,
8/31/2021,Juveniles,7.5,B,23.7,26.87,8.9,,,,,,,,,,,,,,,,,,
8/31/2021,Juveniles,7.5,A,23.6,26.89,8.79,,,,,,,,,,,,,,,,,,
8/31/2021,Juveniles,7.5,C,23.7,26.88,8.89,,,,,,,,,,,,,,,,,,
8/31/2021,Juveniles,7.5,D,23.7,26.85,8.9,,,,,,,,,,,,,,,,,,
8/31/2021,Juveniles,7,single tape,23.6,26.9,8.36,,,,,,,,,,,,,,,,,,
8/31/2021,Juveniles,7,double tape,23.7,26.76,8.85,,,,,,,,,,,,,,,,,,
9/1/2021,Juveniles,8,C,23.4,27.23,8.99,20.2,1925.68,1784.64,7.7983,7.753,741.6,744,1680.3,81.5,22.9,37.3,2.6,0,0,14.767,2.07,1.33,765.4
9/1/2021,Juveniles,8,A,23.4,27.19,8.99,20.04,1925.25,1797.96,7.7979,7.75,752.1,754.6,1693.3,81.5,23.2,37,2.6,0,0,14.844,2.08,1.33,776.3
9/1/2021,Juveniles,8,D,23.4,27.22,8.9,20.14,1915.47,1797.79,7.7885,7.742,766.1,768.6,1694,80.2,23.6,36.5,2.5,0,0,14.945,2.04,1.31,790.7
9/1/2021,Juveniles,8,B,23.4,27.28,8.91,20.15,1920.82,1801.32,7.7809,7.735,780.7,783.2,1698.1,79.1,24.1,36.1,2.5,0,0,15.036,2.01,1.29,805.7
9/1/2021,Juveniles,7.5,B,23.4,27.24,8.93,20.05,1914.08,1856.51,7.5753,7.531,1296.5,1300.7,1765.1,51.4,40,23.5,1.6,0,0,17.37,1.31,0.84,1338.2
9/1/2021,Juveniles,7.5,A,23.2,27.19,8.75,19.77,1911.3,1854.76,7.5821,7.537,1277.5,1281.7,1763.6,51.6,39.6,23.6,1.5,0,0,17.382,1.31,0.84,1318.1
9/1/2021,Juveniles,7.5,C,23.3,27.28,8.73,19.67,1922.66,1854.5,7.5836,7.536,1280.6,1284.8,1763.2,51.8,39.6,23.7,1.6,0,0,17.347,1.32,0.85,1321.5
9/1/2021,Juveniles,7.5,D,23.3,27.14,8.83,19.5,1912.06,1853.94,7.6004,7.55,1240.1,1244.2,1762.3,53.3,38.3,24.2,1.6,0,0,17.285,1.36,0.87,1279.8
9/1/2021,Juveniles,7,single tape,23.3,27.18,8.92,19.31,1902.27,1888.59,7.4681,7.419,1709.4,1715,1795.6,40.2,52.8,18.3,1.2,0,0,17.712,1.02,0.66,1764
9/1/2021,Juveniles,7,double tape,23.5,27.24,8.91,19.3,1910.39,1889.29,7.4648,7.413,1733.9,1739.5,1796,40,53.3,18.2,1.2,0,0,17.673,1.02,0.65,1789.9
9/2/2021,Juveniles,8,C,22.2,22.49,9.45,,,,,,,,,,,,,,,,,,
9/2/2021,Juveniles,8,A,22.2,22.46,9.48,,,,,,,,,,,,,,,,,,
9/2/2021,Juveniles,8,D,22.1,22.54,9.5,,,,,,,,,,,,,,,,,,
9/2/2021,Juveniles,8,B,22.2,22.29,9.44,,,,,,,,,,,,,,,,,,
9/2/2021,Juveniles,7.5,B,22.2,23.45,9.21,,,,,,,,,,,,,,,,,,
9/2/2021,Juveniles,7.5,A,22.2,22.46,9.45,,,,,,,,,,,,,,,,,,
9/2/2021,Juveniles,7.5,C,22.1,22.54,9.52,,,,,,,,,,,,,,,,,,
9/2/2021,Juveniles,7.5,D,22.2,22.54,9.45,,,,,,,,,,,,,,,,,,
9/2/2021,Juveniles,7,single tape,22.2,22.49,9.13,,,,,,,,,,,,,,,,,,
9/2/2021,Juveniles,7,double tape,22.2,22.48,9.21,,,,,,,,,,,,,,,,,,
9/3/2021,Juveniles,8,C,22.6,26.71,9.2,,,,,,,,,,,,,,,,,,
9/3/2021,Juveniles,8,A,22.6,26.13,9.16,,,,,,,,,,,,,,,,,,
9/3/2021,Juveniles,8,D,22.6,26.23,9.14,,,,,,,,,,,,,,,,,,
9/3/2021,Juveniles,8,B,22.7,26.35,9.12,,,,,,,,,,,,,,,,,,
9/3/2021,Juveniles,7.5,B,22.4,26.26,8.8,,,,,,,,,,,,,,,,,,
9/3/2021,Juveniles,7.5,A,22.6,26.31,9.07,,,,,,,,,,,,,,,,,,
9/3/2021,Juveniles,7.5,C,22.6,26.27,9.17,,,,,,,,,,,,,,,,,,
9/3/2021,Juveniles,7.5,D,22.6,26.35,9.14,,,,,,,,,,,,,,,,,,
9/3/2021,Juveniles,7,single tape,22.6,26.22,9.11,,,,,,,,,,,,,,,,,,
9/3/2021,Juveniles,7,double tape,22.7,26.36,8.99,,,,,,,,,,,,,,,,,,
9/4/2021,Juveniles,8,C,22.4,26.61,9.22,,,,,,,,,,,,,,,,,,
9/4/2021,Juveniles,8,A,22.4,26.43,9.27,,,,,,,,,,,,,,,,,,
9/4/2021,Juveniles,8,D,22.4,26.4,9.21,,,,,,,,,,,,,,,,,,
9/4/2021,Juveniles,8,B,22.4,26.49,9.22,,,,,,,,,,,,,,,,,,
9/4/2021,Juveniles,7.5,B,22.4,26.47,9.26,,,,,,,,,,,,,,,,,,
9/4/2021,Juveniles,7.5,A,22.4,26.43,9.31,,,,,,,,,,,,,,,,,,
9/4/2021,Juveniles,7.5,C,22.3,26.46,9.21,,,,,,,,,,,,,,,,,,
9/4/2021,Juveniles,7.5,D,22.3,26.45,9.18,,,,,,,,,,,,,,,,,,
9/4/2021,Juveniles,7,single tape,22.4,26.47,8.96,,,,,,,,,,,,,,,,,,
9/4/2021,Juveniles,7,double tape,22.4,26.51,8.98,,,,,,,,,,,,,,,,,,
9/5/2021,Juveniles,8,C,22.6,25.92,9.18,,,,,,,,,,,,,,,,,,
9/5/2021,Juveniles,8,A,22.6,25.93,9.15,,,,,,,,,,,,,,,,,,
9/5/2021,Juveniles,8,D,22.6,25.91,9.15,,,,,,,,,,,,,,,,,,
9/5/2021,Juveniles,8,B,22.6,25.92,9.12,,,,,,,,,,,,,,,,,,
9/5/2021,Juveniles,7.5,B,22.6,25.74,9.15,,,,,,,,,,,,,,,,,,
9/5/2021,Juveniles,7.5,A,22.6,25.95,9.09,,,,,,,,,,,,,,,,,,
9/5/2021,Juveniles,7.5,C,22.6,25.65,9.02,,,,,,,,,,,,,,,,,,
9/5/2021,Juveniles,7.5,D,22.6,25.95,9.06,,,,,,,,,,,,,,,,,,
9/5/2021,Juveniles,7,single tape,22.7,25.86,8.83,,,,,,,,,,,,,,,,,,
9/5/2021,Juveniles,7,double tape,22.6,25.93,8.9,,,,,,,,,,,,,,,,,,
9/7/2021,Juveniles,8,C,22.7,26,9.13,20.32,1862.59,1677.05,7.8018,7.768,677,679.2,1580.9,74.8,21.4,35.5,2.5,0,0,14.885,1.92,1.22,697.9
9/7/2021,Juveniles,8,A,22.6,26.02,9.17,20.17,1872.76,1685.93,7.8163,7.781,658.4,660.5,1587.8,77.3,20.9,36.4,2.5,0,0,14.729,1.98,1.26,678.6
9/7/2021,Juveniles,8,D,22.7,25.94,9.16,20.2,1857.8,1678.39,7.8061,7.77,673.8,676,1581.9,75.1,21.3,35.6,2.5,0,0,14.87,1.93,1.23,694.6
9/7/2021,Juveniles,8,B,22.7,25.95,9.02,19.86,1810.99,1679.1,7.8137,7.773,669.6,671.8,1582.3,75.7,21.2,35.8,2.5,0,0,14.83,1.94,1.24,690.3
9/7/2021,Juveniles,7.5,B,22.6,25.87,9.11,19.98,1856.32,1720.48,7.6363,7.601,1028.5,1031.9,1635.6,52.3,32.6,24.8,1.7,0,0,17.097,1.34,0.85,1060.1
9/7/2021,Juveniles,7.5,A,22.7,26.04,9.12,19.59,1861.56,1719.92,7.6493,7.607,1012.6,1015.9,1634.5,53.5,32,25.4,1.7,0,0,16.967,1.37,0.87,1043.9
9/7/2021,Juveniles,7.5,C,22.7,25.43,9.08,19.87,1862.77,1719.67,7.6456,7.607,1017.3,1020.7,1634.8,52.6,32.2,24.6,1.7,0,0,17.143,1.35,0.86,1048.8
